"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"347","Eurotraveller Hotel-Premier @ Harrow","56-60, Northolt Road, Harrow, England, HA2 0DW, United Kingdom, 866-573-4235","Harrow",NA,8.4,"Very Good",124,"4","56","2019-11-29","2019-11-30",2,0,454386,2.5,"51.568614,-0.347842","40","5",0,0,0,0,1,1,0,0,0
"348","Eurotraveller Hotel Express","18, Amelia Street, Walworth, London, England, SE17 3PY, United Kingdom, 866-573-4235","Walworth",1.8,7.2,"Good",97,"3","80","2019-11-29","2019-11-30",2,0,260408,3,"51.489931,-0.09772","30",NA,1,0,0,0,0,1,0,0,0
"349","Eurotraveller Hotel Premier Tower Bridge","194 - 202 Old Kent Road, London, England, SE1 5TY, United Kingdom, 866-573-4235","Bermondsey",2.4,7.4,"Good",281,"3.5","83","2019-11-29","2019-11-30",2,0,260409,3,"51.490318,-0.080599","53",NA,1,1,0,1,1,1,0,0,0
"350","Euston Square Hotel","152-156 North Gower Street, London, England, NW1 2LU, United Kingdom, 866-573-4235","Euston",1.3,7.2,"Good",792,"3","162","2019-11-29","2019-11-30",2,0,179290,3,"51.525864,-0.136264","74","5",1,1,0,0,1,1,1,0,0
"351","Excel Apartments Marylebone","Penfold Place, 173 Miles Building, London, England, NW1 6RG, United Kingdom, 866-573-4235","Marylebone",2.1,2.6,"",4,NA,"132","2019-11-29","2019-11-30",2,0,743597504,3.5,"51.52101,-0.17044",NA,NA,0,0,0,0,0,0,0,0,1
"352","Excel Apartments Old Street","61 Banner Street, London, England, EC1Y 8PZ, United Kingdom, 866-573-4235","Islington",1.9,7,"Good",26,NA,"137","2019-11-29","2019-11-30",2,0,775169568,3.5,"51.52373,-0.09325","2","11",0,0,0,0,0,0,0,0,1
"353","Excel Apartments Paddington","17 London Mews, London, England, W2 1HY, United Kingdom, 866-573-4235","Paddington",2.1,5.6,"",5,NA,"146","2019-11-29","2019-11-30",2,0,743596096,3,"51.51601,-0.17428",NA,NA,0,0,0,0,0,0,0,0,1
"354","Excel Apartments St.Paul's","5 New Bridge Street, London, England, EC4V 6AB, United Kingdom, 866-573-4235","Temple",1.1,6.2,"Good",16,"2.5","162","2019-11-29","2019-11-30",2,0,775135872,3.5,"51.5137,-0.10457",NA,NA,0,0,0,0,0,0,0,0,1
"355","Excel Townhouse","Fairfax Mews, London, England, e16 1ty, United Kingdom, 866-573-4235","Docklands",6.6,NA,NA,NA,NA,"197","2019-11-29","2019-11-30",2,0,1129038080,3.5,"51.5053,0.024505","3",NA,0,0,0,0,0,1,1,0,1
"356","Fairholme Studios","20 Fairholme Road, Hammersmith and Fulham, London, England, W14 9JX, United Kingdom, 866-573-4235","West Kensington",3.7,6.8,"Good",22,NA,"97","2019-11-29","2019-11-30",2,0,877536992,3.5,"51.48848,-0.20744","3",NA,0,0,0,0,0,1,1,0,0
"357","Fairways Hotel Paddington","Sussex Gardens 186,186, London, ENG, W2 1TU, United Kingdom, 866-573-4235","Paddington",2.1,NA,NA,NA,NA,"65","2019-11-29","2019-11-30",2,0,403951456,2.5,"51.5144,-0.1748","17",NA,0,0,0,0,0,0,0,0,0
"358","Fanhams Hall","Fanhams Hall Road, Ware, England, SG12 7PZ, United Kingdom, 866-573-4235","Ware",NA,8.8,"Fabulous",213,"4","90","2019-11-29","2019-11-30",2,0,41861248,4,"51.82034,-0.01701","77","2",1,1,1,1,0,1,1,0,1
"359","Feathers Hotel by Greene King Inns","49 Cambridge Road, Wadesmill, Ware, England, SG12 0TN, United Kingdom, 866-573-4235","Ware",NA,9.2,"Superb",71,"4","81","2019-11-29","2019-11-30",2,0,334939,3,"51.84036,-0.028003","30","2",1,1,0,1,0,1,0,0,1
"360","Finsbury Serviced Apartments","13 Goodwin Street, Finsbury Park, London, England, N4 3HT, United Kingdom, 866-573-4235","Islington",4,8.6,"Fabulous",161,"4.5","104","2019-11-29","2019-11-30",2,0,429899,4,"51.564249,-0.108029","6","3",0,0,0,0,0,1,0,0,0
"361","Flagstaff House","344 Flagstaff House, St Georges Wharf, London, England, SW8 2LZ, United Kingdom, 866-573-4235","Vauxhall",1.5,NA,NA,NA,NA,"323","2019-11-29","2019-11-30",2,0,1154258624,5,"51.4856,-0.126011",NA,NA,0,0,0,0,0,0,0,0,1
"362","Flat1 Camden Road","252 Camden Road, London, England, NW1 9HE, United Kingdom, 866-573-4235","Camden Town",2.8,NA,NA,NA,NA,"88","2019-11-29","2019-11-30",2,0,866087104,3.5,"51.5474,-0.13072",NA,NA,0,0,0,0,0,0,0,0,1
"363","Flemings Mayfair","7-12 Half Moon Street, Mayfair, London, England, W1J 7BH, United Kingdom, 866-573-4235","Mayfair",0.8,8.6,"Fabulous",244,"4.5","276","2019-11-29","2019-11-30",2,0,116002,5,"51.506359,-0.145349","129","4",1,1,1,0,1,1,1,0,1
"364","flex apartment","57 Manor Park Rd, London, England, NW10 4JY, United Kingdom, 866-573-4235","Harlesden",5.6,2,"",NA,NA,"109","2019-11-29","2019-11-30",2,0,755993856,3.5,"51.53764,-0.24789",NA,NA,0,0,0,0,0,0,0,0,1
"365","Flexistay Aparthotel","268 Franciscan Road, London, England, SW17 8HF, United Kingdom, 866-573-4235","London",NA,8,"Very Good",40,"4","99","2019-11-29","2019-11-30",2,0,400677,3,"51.426326,-0.163714","12","2",0,0,0,0,0,1,1,0,0
"366","Forest Gate Hotel","105 Godwin Road, London, England, E7 0LW, United Kingdom, 866-573-4235","Newham",7.6,4.2,"",21,"2","60","2019-11-29","2019-11-30",2,0,322237,2,"51.553481,0.033665","20",NA,0,1,0,1,0,1,1,0,0
"367","Four Seasons Hotel London at Park Lane","Hamilton Place, Park Lane, London, England, W1J 7DR, United Kingdom, 866-573-4235","Mayfair",NA,9.6,"Exceptional",77,"5","1","2019-11-29","2019-11-30",2,0,115066,5,"51.5041,-0.150056","193","10",1,1,1,1,1,1,1,0,1
"368","Four Seasons Hotel London at Ten Trinity Square","10 Trinity Square, London, England, EC3N 4AJ, United Kingdom, 866-573-4235","The City of London",2.2,9.6,"Exceptional",118,"5","2","2019-11-29","2019-11-30",2,0,624374,5,"51.51014,-0.07789","100","3",1,1,1,1,1,1,1,1,1
"369","Fox and Anchor","115 Charterhouse Street, London, England, EC1M 6AA, United Kingdom, 866-573-4235","Barbican",1.5,8,"Very Good",54,"4.5","222","2019-11-29","2019-11-30",2,0,701785952,4,"51.52043,-0.10065","6","3",1,1,0,1,1,1,0,0,0
"370","Fox and Grapes","9 Camp Road, Wimbledon Common, London, England, SW19 4UN, United Kingdom, 866-573-4235","London",7.1,8.8,"Fabulous",72,"4.5","127","2019-11-29","2019-11-30",2,0,383628,4,"51.42638,-0.2299","3","2",1,1,0,0,1,1,0,0,1
"371","Foxhills Club And Resort","Ottershaw, Chertsey, England, KT16 OEL, United Kingdom, 866-573-4235","Chertsey",NA,8.6,"Fabulous",173,"4","140","2019-11-29","2019-11-30",2,0,402939,4,"51.373292,-0.553099","70","2",1,1,1,1,0,1,1,0,1
"372","Fraser Suites Queens Gate","39B Queens Gate Gardens, London, England, SW7 5RR, United Kingdom, 866-573-4235","South Kensington",2.4,8.8,"Fabulous",391,"4","220","2019-11-29","2019-11-30",2,0,230956,4,"51.495314,-0.18101","105","7",0,1,1,1,1,1,1,0,0
"373","Fresh 2 Bedroom Flat in Victoria - Zone 1","36 Lupus Street, London, England, SW1V 3EB, United Kingdom, 866-573-4235","Victoria",1.4,7.8,"Good",7,NA,"196","2019-11-29","2019-11-30",2,0,687810976,3.5,"51.48842,-0.1376",NA,NA,0,0,0,0,0,0,0,0,1
"374","Fulham 2","Flat 19 Harriet House, Wandon Road, London, England, SW6 2JQ, United Kingdom, 866-573-4235","Hammersmith and Fulham",3.2,NA,NA,NA,NA,"342","2019-11-29","2019-11-30",2,0,1251027552,4,"51.480081,-0.188007",NA,NA,0,0,0,0,0,0,0,0,1
"375","Gainsborough Lodge","39 Massetts Road, Horley, England, RH6 7DT, United Kingdom, 866-573-4235","Horley",NA,7.4,"Good",138,"3","39","2019-11-29","2019-11-30",2,0,227789,3,"51.170166,-0.167603","22","3",0,0,0,0,0,1,0,0,1
"376","Gallery Hyde Park Hostel","23 Inverness Terrace, London, England, W2 3JR, United Kingdom, 866-573-4235","Paddington",2.5,6,"Good",123,"3","86","2019-11-29","2019-11-30",2,0,555722,2,"51.511526,-0.186259","110",NA,0,0,0,0,0,1,1,0,0
"377","Garden Court","Flat 4 Garden Court, 70 Station Road, London, England, UB7 7FA, United Kingdom, 866-573-4235","London",6.2,NA,NA,NA,NA,"149","2019-11-29","2019-11-30",2,0,1145792864,3.5,"51.4974,-0.270729",NA,NA,0,0,0,0,0,0,0,0,1
"378","Garden Court Hotel","30-31 Kensington Gardens Square, London, England, W2 4BG, United Kingdom, 866-573-4235","Paddington",2.7,8,"Very Good",220,"3.5","120","2019-11-29","2019-11-30",2,0,444399,3,"51.514373,-0.1907","40","6",0,0,0,1,0,1,0,0,0
"379","Garden View Hotel","29-31 Nevern Square, London, England, SW5 9PE, United Kingdom, 866-573-4235","Earl's Court",3.2,7,"Good",1587,"3.5","86","2019-11-29","2019-11-30",2,0,193079,3,"51.491566,-0.19711","61",NA,0,0,0,0,0,1,0,0,0
"380","Gateway Hotel","14 Balham Hill, Clapham, London, England, SW12 9EB, United Kingdom, 866-573-4235","Clapham",NA,8.4,"Very Good",131,"4","86","2019-11-29","2019-11-30",2,0,277686,3,"51.45113,-0.14777","20",NA,0,0,0,0,0,1,0,0,1
"381","Gatwick Belmont Hotel","46 Massetts Road, Horley, England, RH6 7DS, United Kingdom, 866-573-4235","Horley",NA,8.2,"Very Good",546,"4","60","2019-11-29","2019-11-30",2,0,203423,3,"51.17,-0.16895","18","2",1,1,0,0,0,1,0,0,1
"382","Gatwick Inn Hotel","50 Bonehurst Rd, Horley, England, RH6 8QJ, United Kingdom, 866-573-4235","Horley",NA,6.8,"Good",103,"3","45","2019-11-29","2019-11-30",2,0,970804448,3.5,"51.18413,-0.16321","13",NA,0,0,0,0,0,1,0,0,1
"383","Generator London","37 Tavistock Place, Russel Square, London, England, WC1H 9SE, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.2,"Good",865,"3.5","90","2019-11-29","2019-11-30",2,0,259199,2,"51.525884,-0.124681","214","6",1,1,1,0,0,1,1,0,0
"384","Georgian House Hotel","35 - 39 St George's Drive, London, England, SW1V 4DG, United Kingdom, 866-573-4235","Victoria",1.3,8.2,"Very Good",799,"4","154","2019-11-29","2019-11-30",2,0,286134,4,"51.49075,-0.143732","59","6",0,1,0,0,0,1,0,0,0
"385","Gidea Park Hotel","115 Main Rd, Romford, England, RM2 5EL, United Kingdom, 866-573-4235","Romford",NA,8.4,"Very Good",114,"4.5","67","2019-11-29","2019-11-30",2,0,371228,3,"51.58699,0.20057","22","3",1,1,0,1,0,1,0,0,1
"386","Gladstone park gardens","58 Gladstone Park Gardens, London, England, NW2 6JX, United Kingdom, 866-573-4235","Cricklewood",5.7,NA,NA,NA,NA,"46","2019-11-29","2019-11-30",2,0,1207435328,3,"51.562282,-0.226208","3",NA,0,0,0,0,0,1,0,0,0
"387","Glendale Hyde Park Hotel","8 Devonshire Terrace, Paddington, London, England, W2 3DN, United Kingdom, 866-573-4235","Paddington",2.3,5.6,"",66,"2.5","101","2019-11-29","2019-11-30",2,0,286137,3,"51.513935,-0.18021","22","6",0,0,0,0,0,1,0,0,0
"388","Glenlyn Hotel","2 - 4 Woodside Park Road, London, England, N12 8RP, United Kingdom, 866-573-4235","London",NA,8.4,"Very Good",162,"4.5","82","2019-11-29","2019-11-30",2,0,320471,3,"51.61736,-0.177703","27","1",1,1,0,0,0,1,1,0,1
"389","Global Lodge Hotel","109A Kingsland High Street, Dalston, London, England, E8 2PB, United Kingdom, 866-573-4235","London",3.7,8,"Very Good",60,"4","82","2019-11-29","2019-11-30",2,0,690011,3,"51.54969,-0.07549","16","2",0,0,0,0,0,1,0,0,1
"390","Golden By Saba","43 Shepherds Bush, London, England, W6 7LU, United Kingdom, 866-573-4235","Hammersmith",4.1,6.6,"Good",21,"1","68","2019-11-29","2019-11-30",2,0,1052215712,4,"51.500826,-0.221873","17",NA,0,0,0,0,0,1,1,0,0
"391","Golden Star Hotel","75 Warwick Way, Victoria, London, England, SW1V 1QR, United Kingdom, 866-573-4235","Victoria",1.3,3.2,"",689,"1.5","73","2019-11-29","2019-11-30",2,0,576119,2.5,"51.49153,-0.142365","15",NA,0,0,0,0,0,1,0,0,0
"392","Good Hotel London","Royal Victoria Dock, Western Gateway, Royal Docks, London, England, E16 1FA, United Kingdom, 866-573-4235","Docklands",6.3,8.2,"Very Good",772,"4","72","2019-11-29","2019-11-30",2,0,522619328,4,"51.507811,0.019538","148","3",1,1,0,1,1,1,1,0,0
"393","Goodenough College","London House -  Mecklenburgh Square, London, England, WC1N 2AD, United Kingdom, 866-573-4235","Bloomsbury",1.2,8.2,"Very Good",150,"4","137","2019-11-29","2019-11-30",2,0,712835296,4,"51.52406,-0.11776","100",NA,1,1,0,1,0,1,1,0,0
"394","Goodwood Hotel","38-40 Tavistock Place, London, England, WC1H 9RE, United Kingdom, 866-573-4235","Bloomsbury",1.2,4.2,"",505,"1.5","79","2019-11-29","2019-11-30",2,0,541941,2.5,"51.525535,-0.125919","27",NA,0,0,0,0,0,1,0,0,0
"395","Gosfield House Hotel","1A Gosfield St, Fitzrovia, London, England, W1W 6HA, United Kingdom, 866-573-4235","Fitzrovia",NA,7.4,"Good",84,"3","97","2019-11-29","2019-11-30",2,0,883837056,2.5,"51.51922,-0.14153","5",NA,0,0,0,0,0,1,0,0,0
"396","Gower Hotel","129 Sussex Gardens, Hyde Park/Paddington, London, England, W2 2RX, United Kingdom, 866-573-4235","Paddington",2,7.8,"Good",206,"3","127","2019-11-29","2019-11-30",2,0,606013,3,"51.515234,-0.172195","20",NA,0,0,0,0,0,0,0,0,0
"397","Gower House Hotel","57 Gower Street, London, England, WC1E 6HJ, United Kingdom, 866-573-4235","Fitzrovia",NA,7.6,"Good",29,"3.5","209","2019-11-29","2019-11-30",2,0,143733120,3.5,"51.521579,-0.131895","15",NA,0,0,0,0,1,1,0,0,0
"398","Grand Junction Arms","Acton Lane, Canal Bridge, Park Royal, London, England, NW10 7AD, United Kingdom, 866-573-4235","Park Royal",6,8,"Very Good",9,"4","101","2019-11-29","2019-11-30",2,0,552241,3,"51.534362,-0.260319","5",NA,1,1,0,1,0,1,0,0,1
"399","Grand Plaza Serviced Apartments","42 Princes Square, Bayswater, London, England, W2 4AD, United Kingdom, 866-573-4235","Paddington",2.7,7.8,"Good",314,"3.5","131","2019-11-29","2019-11-30",2,0,211540,4,"51.513347,-0.190862","198","6",1,0,0,0,0,1,1,0,1
"400","Grand Royale London Hyde Park","1-9 Inverness Terrace, London, England, W2 3JP, United Kingdom, 866-573-4235","Paddington",2.5,7.4,"Good",755,"4","160","2019-11-29","2019-11-30",2,0,238094,4,"51.511055,-0.186078","189","9",1,1,0,1,1,1,1,0,0
"401","Grange Beauchamp","24-27 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",169,"4","162","2019-11-29","2019-11-30",2,0,264877,4,"51.520519,-0.124618","47","5",1,1,0,1,1,1,1,0,0
"402","Grange Buckingham","39-40 Bedford Place, London, England, WC1B 5JT, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",86,"4","162","2019-11-29","2019-11-30",2,0,239269,4,"51.51973,-0.123698","17","3",0,1,1,0,0,1,1,0,1
"403","Grange Clarendon","34-37 Bedford Place, London, England, WC1B 5JR, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",118,"3.5","139","2019-11-29","2019-11-30",2,0,239198,4,"51.519904,-0.123929","51","5",1,1,1,1,0,1,1,0,0
"404","Grange Fitzrovia","20-28 Bolsover Street, London, England, W1W 5NB, United Kingdom, 866-573-4235","Fitzrovia",1.2,7.6,"Good",130,"3.5","162","2019-11-29","2019-11-30",2,0,153419,4,"51.521723,-0.142777","86","4",1,1,0,1,0,1,1,0,0
"405","Grange Lancaster","4-6 Bedford Place, London, England, WC1B 5JD, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",144,"3.5","104","2019-11-29","2019-11-30",2,0,239199,3,"51.519961,-0.12394","36","5",0,0,1,0,0,1,1,0,0
"406","Grange Langham Court","31-35 Langham Street, London, England, W1W 6BU, United Kingdom, 866-573-4235","Fitzrovia",NA,7.4,"Good",119,"3.5","162","2019-11-29","2019-11-30",2,0,170718,4,"51.519089,-0.141242","56","4",1,1,0,1,0,1,1,0,0
"407","Grange Lodge Hotel","48/50 Grange Road, London, England, W5 5BX, United Kingdom, 866-573-4235","London",7.5,8.6,"Fabulous",27,"4","66","2019-11-29","2019-11-30",2,0,45235008,2.5,"51.509564,-0.302238","14",NA,1,0,0,0,0,0,1,0,1
"408","Grange Portland","31-32 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.2,"Good",22,"4","162","2019-11-29","2019-11-30",2,0,239844,4,"51.520138,-0.124221","18","5",0,0,0,1,0,1,1,0,1
"409","Grange Strathmore","41 Queens Gate Gardens, London, England, SW7 5NB, United Kingdom, 866-573-4235","South Kensington",2.4,7.6,"Good",95,"3.5","162","2019-11-29","2019-11-30",2,0,152984,4,"51.49604,-0.181524","77","5",1,1,0,1,0,1,1,0,0
"410","Grange White Hall Hotel","2-5 Montague Street, London, England, WCI 5BU, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.6,"Good",132,"3.5","139","2019-11-29","2019-11-30",2,0,153055,4,"51.520047,-0.125757","58","4",1,1,1,1,0,1,1,0,1
"411","Great Cumberland Place","20 Great Cumberland Place, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,7,"Good",987,"3.5","181","2019-11-29","2019-11-30",2,0,114408,4.5,"51.513636,-0.159044","119","6",0,0,0,0,1,1,1,0,1
"412","GREAT SCOTLAND YARD","3-5, Great Scotland Yard, London, England, SW1A 2HW, United Kingdom, 866-573-4235","West End",0.1,NA,NA,NA,NA,"410","2019-11-29","2019-11-30",2,0,1245957984,3.5,"51.50633,-0.125816","152",NA,1,1,1,0,1,1,1,0,1
"413","Greenland Villa - Guest house","9 Charlton Road, Blackheath, London, England, SE3 7EU, United Kingdom, 866-573-4235","Blackheath",6.7,6.6,"Good",22,"3","69","2019-11-29","2019-11-30",2,0,274941,4,"51.47809,0.01969","7","3",0,1,0,1,0,1,1,0,1
"414","Grenville Hotel","4 Guilford Street, Russell Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",100,"1.5","86","2019-11-29","2019-11-30",2,0,286147,2,"51.52424,-0.116381","17","5",0,0,0,0,0,1,0,0,0
"415","Gresham Hotel","116 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.4,"Good",180,"3","98","2019-11-29","2019-11-30",2,0,237040,2.5,"51.51585,-0.171849","57","4",0,0,0,0,0,1,1,0,1
"416","Groot Rooms","290-294 Hackney Road, London, England, E2 7SJ, United Kingdom, 866-573-4235","Bethnal Green",3,9,"Superb",2,NA,"60","2019-11-29","2019-11-30",2,0,1250262144,NA,"51.530916,-0.068107","10",NA,0,0,0,0,0,0,0,0,1
"417","Grove Guest House","153 Earlham Grove, Forest Gate, London, England, E7 9AP, United Kingdom, 866-573-4235","Forest Gate",7,9.2,"Superb",50,"5","81","2019-11-29","2019-11-30",2,0,419304,2.5,"51.548083,0.020921","2",NA,1,0,0,0,0,1,1,0,1
"418","Grove Hotel","59-61 Carlton Grove, London, England, SE15 2UD, United Kingdom, 866-573-4235","Peckham",3.6,6.4,"Good",43,"2.5","78","2019-11-29","2019-11-30",2,0,485394,3,"51.474931,-0.061155","14",NA,0,0,0,0,0,1,0,0,0
"419","Guest House Stepney Green","Flat 9, Adriatic House, Ernest Street, London, England, E1 4RA, United Kingdom, 866-573-4235","Tower Hamlets",3.8,NA,NA,NA,NA,"56","2019-11-29","2019-11-30",2,0,890955712,2.5,"51.5216,-0.04244","4",NA,0,0,0,0,0,1,0,0,1
"420","Guesthouse Stepney Green","Stepney Green, London, England, E1 3JJ, United Kingdom, 866-573-4235","Tower Hamlets",3.5,6.4,"Good",5,"3","67","2019-11-29","2019-11-30",2,0,684995200,2.5,"51.51937,-0.04759","4",NA,0,0,0,0,0,0,0,0,0
"421","Guesthouse4u","Margery Park Road 3, Newham, London, England, E7 9LA, United Kingdom, 866-573-4235","Forest Gate",6.9,NA,NA,NA,"1","51","2019-11-29","2019-11-30",2,0,1201434976,2.5,"51.544527,0.020588","3",NA,0,0,0,0,0,1,0,0,1
"422","Guilford House Hotel","6 Guilford Street, Russel Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",117,"2","86","2019-11-29","2019-11-30",2,0,286152,2,"51.524215,-0.116531","14","2",0,0,0,0,0,1,0,0,0
"423","H10 London Waterloo","284 to 302 Waterloo Road, London, England, SE1 8RQ, United Kingdom, 866-573-4235","Newington",1.1,8.6,"Fabulous",347,"4.5","204","2019-11-29","2019-11-30",2,0,337606,4,"51.499014,-0.10621","177","11",1,1,0,1,1,1,1,0,0
"424","Half Moon","10 Half Moon Lane, London, England, SE24 9HU, United Kingdom, 866-573-4235","London",NA,9.2,"Superb",99,"4.5","177","2019-11-29","2019-11-30",2,0,664363,4.5,"51.45273,-0.10075","12",NA,1,1,0,0,0,1,0,0,0
"425","Hallam Hotel","12 Hallam Street Portland Place, London, England, W1W 6JF, United Kingdom, 866-573-4235","Marylebone",1.1,4.8,"",17,"2","135","2019-11-29","2019-11-30",2,0,7102880,2.5,"51.5195,-0.14294","25",NA,0,0,0,0,0,1,0,0,1
"426","Hallmark Hotel Croydon Aerodrome","680 Purley Way, Croydon, England, CR9 4LT, United Kingdom, 866-573-4235","Croydon",10,7.4,"Good",282,"3.5","35","2019-11-29","2019-11-30",2,0,204587,4,"51.357063,-0.116661","110","4",1,1,0,1,0,1,1,0,1
"427","Hamilton House Apartments","6 St. George Wharf, 551 Hamilton House, London, England, SW8 2JE, United Kingdom, 866-573-4235","Vauxhall",1.6,NA,NA,NA,NA,"323","2019-11-29","2019-11-30",2,0,720067296,4.5,"51.485006,-0.127222",NA,NA,0,0,0,0,0,0,0,0,1
"428","Hampstead Britannia Hotel","Primrose Hill Road, Hampstead, London, England, NW3 3NA, United Kingdom, 866-573-4235","Hampstead",3,5.6,"",414,"2.5","110","2019-11-29","2019-11-30",2,0,128091,3,"51.544544,-0.162695","121","6",1,1,0,1,0,1,1,0,1
"429","Hampton by Hilton London Docklands","Dockside Road, London, England, E16 2FQ, United Kingdom, 866-573-4235","Docklands",7.3,8.8,"Fabulous",780,"4","75","2019-11-29","2019-11-30",2,0,554926816,3.5,"51.50803,0.04122","209","7",0,1,1,1,1,1,1,0,1
"430","Hampton by Hilton London Gatwick Airport","Longbridge House, North Terminal, Gatwick Airport, Gatwick, England, RH6 0PJ, United Kingdom, 866-573-4235","Gatwick",NA,8.6,"Fabulous",2596,"4","94","2019-11-29","2019-11-30",2,0,449221,3.5,"51.162071,-0.177571","194","7",0,1,1,1,1,1,1,0,1
"431","Hampton by Hilton London Waterloo","157 Waterloo Road, South Bank, London, England, SE1 8XA, United Kingdom, 866-573-4235","Newington",0.9,9,"Superb",2124,"4.5","154","2019-11-29","2019-11-30",2,0,448661,3,"51.501153,-0.108713","297","8",0,1,1,1,1,1,1,0,0
"432","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",201,"3.5","233","2019-11-29","2019-11-30",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"433","Harlington apartments","1 Harlington Road East, Feltham, England, TW14 0AA, United Kingdom, 866-573-4235","Feltham",13,6.4,"Good",5,"1","60","2019-11-29","2019-11-30",2,0,742633792,3.5,"51.448854,-0.402977","2",NA,0,0,0,0,0,1,0,0,1
"434","Harmondsworth Hall Guest House Heathrow","Summerhouse Lane, Harmondsworth, West Drayton, England, UB7 0BG, United Kingdom, 866-573-4235","West Drayton",15,9,"Superb",246,"4","66","2019-11-29","2019-11-30",2,0,674827,3,"51.48799,-0.47886","6",NA,0,0,0,0,0,1,0,0,1
"435","Harrods Room","3 Beaufort Gardens, London, England, SW3 1PU, United Kingdom, 866-573-4235","Knightsbridge",1.7,8.2,"Very Good",12,"1","152","2019-11-29","2019-11-30",2,0,732842336,3,"51.49838,-0.16484","4",NA,0,0,0,0,0,1,0,0,0
"436","Hartley Hotel","365-367 Romford Road, Forest Gate, London, England, E7 8AA, United Kingdom, 866-573-4235","Forest Gate",7.2,5,"",91,"1.5","46","2019-11-29","2019-11-30",2,0,563571,2.5,"51.546682,0.027796","47",NA,0,0,0,0,0,1,0,0,1
"437","Haverstock Hotel","154 Haverstock Hill, London, England, NW3 2AY, United Kingdom, 866-573-4235","Belsize Park",3.2,8.2,"Very Good",124,"3.5","100","2019-11-29","2019-11-30",2,0,445572,3.5,"51.548925,-0.162124","19","3",1,0,0,0,1,1,1,0,0
"438","Hazlitt's Hotel","6 Frith Street, Soho Square, London, England, W1D 3JA, United Kingdom, 866-573-4235","Soho",0.5,9.2,"Superb",263,"4.5","283","2019-11-29","2019-11-30",2,0,198718,4,"51.514296,-0.132005","30","3",0,1,0,1,1,1,1,0,0
"439","HC Hotel","18 Hampton Court Hotel, East Molesey, England, KT8 9BW, United Kingdom, 866-573-4235","Richmond-upon-Thames",NA,8,"Very Good",66,"3","55","2019-11-29","2019-11-30",2,0,783348608,NA,"51.40647,-0.3444","9",NA,1,1,0,0,0,1,0,0,1
"440","Heathrow / Windsor Marriott Hotel","Ditton Road, Langley, Slough, England, SL3 8PT, United Kingdom, 866-573-4235","Slough",18,8.4,"Very Good",311,"4","72","2019-11-29","2019-11-30",2,0,141229,4,"51.492939,-0.547953","382","5",1,1,1,1,1,1,1,1,1
"441","Heathrow Airport Apartments (Peymans)","4 Nobel Drive, Harlington, Hayes, England, UB3 5EY, United Kingdom, 866-573-4235","Harlington",13,5.6,"",26,"2.5","79","2019-11-29","2019-11-30",2,0,980903648,3.5,"51.48143,-0.43023","45",NA,0,0,0,0,0,0,0,0,1
"442","Heathrow Hostel","198, Kingsley Road, Hounslow, England, TW3 4AR, United Kingdom, 866-573-4235","Hounslow",10,4,"",46,"2","55","2019-11-29","2019-11-30",2,0,445335,1,"51.475559,-0.359694","8","1",0,1,0,0,0,1,0,1,1
"443","Heathrow LHR Apartments","623 Sipson Road, West Drayton, England, UB7 0JE, United Kingdom, 866-573-4235","Harlington",14,8.4,"Very Good",40,"5","62","2019-11-29","2019-11-30",2,0,995222848,3.5,"51.482477,-0.448842","4",NA,0,1,0,0,0,1,1,0,1
"444","Heathrow Living Serviced Apartments by Ferndale","Poole Lane, Staines, England, TW19 7AN, United Kingdom, 866-573-4235","Staines",15,9,"Superb",11,NA,"107","2019-11-29","2019-11-30",2,0,731773632,4,"51.452814,-0.464065","7",NA,0,0,0,0,0,1,0,0,1
"445","Heathrow Lodge","556 Old Bath Road, Longford, West Drayton, England, UB7 0EF, United Kingdom, 866-573-4235","West Drayton",16,5.6,"",243,"2","29","2019-11-29","2019-11-30",2,0,450412,2,"51.479869,-0.491579","45","2",0,0,0,0,0,0,0,0,1
