"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"460","Fraser Suites Queens Gate","39B Queens Gate Gardens, London, England, SW7 5RR, United Kingdom, 866-573-4235","South Kensington",2.4,8.8,"Fabulous",392,"4","230","2019-10-01","2019-10-02",2,0,230956,4,"51.495314,-0.18101","105","7",0,1,1,1,1,1,1,0,0
"461","Fresh 2 Bedroom Flat in Victoria - Zone 1","36 Lupus Street, London, England, SW1V 3EB, United Kingdom, 866-573-4235","Victoria",1.4,7.8,"Good",7,NA,"196","2019-10-01","2019-10-02",2,0,687810976,3.5,"51.48842,-0.1376",NA,NA,0,0,0,0,0,0,0,0,1
"462","Fulham 2","Flat 19 Harriet House, Wandon Road, London, England, SW6 2JQ, United Kingdom, 866-573-4235","Hammersmith and Fulham",3.2,NA,NA,NA,NA,"212","2019-10-01","2019-10-02",2,0,1251027552,4,"51.480081,-0.188007",NA,NA,0,0,0,0,0,0,0,0,1
"463","Fuzzys Farm","Pouchen End Lane, Hemel Hempstead, England, HP1 2SN, United Kingdom, 866-573-4235","Hemel Hempstead",NA,NA,NA,NA,NA,"122","2019-10-01","2019-10-02",2,0,1030724864,2,"51.763683,-0.512139",NA,NA,0,0,0,0,0,0,0,0,1
"464","Gable Lodge","292 and 295 Lincoln Road, Enfield, England, EN1 1TA, United Kingdom, 866-573-4235","Enfield",NA,7.6,"Good",5,"3","66","2019-10-01","2019-10-02",2,0,746561280,3,"51.644649,-0.054406","10",NA,0,1,0,0,0,1,0,0,0
"465","Gainsborough Lodge","39 Massetts Road, Horley, England, RH6 7DT, United Kingdom, 866-573-4235","Horley",NA,7.4,"Good",138,"3","52","2019-10-01","2019-10-02",2,0,227789,3,"51.170166,-0.167603","22","3",0,0,0,0,0,1,0,0,1
"466","Gallery Hyde Park Hostel","23 Inverness Terrace, London, England, W2 3JR, United Kingdom, 866-573-4235","Paddington",2.5,6,"Good",123,"3","104","2019-10-01","2019-10-02",2,0,555722,2,"51.511526,-0.186259","110",NA,0,0,0,0,0,1,1,0,0
"467","Garden Court","Flat 4 Garden Court, 70 Station Road, London, England, UB7 7FA, United Kingdom, 866-573-4235","London",6.2,NA,NA,NA,NA,"140","2019-10-01","2019-10-02",2,0,1145792864,3.5,"51.4974,-0.270729",NA,NA,0,0,0,0,0,0,0,0,1
"468","Garden Court Hotel","30-31 Kensington Gardens Square, London, England, W2 4BG, United Kingdom, 866-573-4235","Paddington",2.7,8,"Very Good",220,"3.5","123","2019-10-01","2019-10-02",2,0,444399,3,"51.514373,-0.1907","40","6",0,0,0,1,0,1,0,0,0
"469","Garden View Hotel","29-31 Nevern Square, London, England, SW5 9PE, United Kingdom, 866-573-4235","Earl's Court",3.2,7,"Good",1587,"3.5","105","2019-10-01","2019-10-02",2,0,193079,3,"51.491566,-0.19711","61",NA,0,0,0,0,0,1,0,0,0
"470","Gateway Hotel","14 Balham Hill, Clapham, London, England, SW12 9EB, United Kingdom, 866-573-4235","Clapham",NA,8.4,"Very Good",132,"4","86","2019-10-01","2019-10-02",2,0,277686,3,"51.45113,-0.14777","20",NA,0,0,0,0,0,1,0,0,1
"471","Gatwick Belmont Hotel","46 Massetts Road, Horley, England, RH6 7DS, United Kingdom, 866-573-4235","Horley",NA,8.2,"Very Good",546,"4","90","2019-10-01","2019-10-02",2,0,203423,3,"51.17,-0.16895","18","2",1,1,0,0,0,1,0,0,1
"472","Gatwick Cambridge Hotel","19 Bonehurst Road, Surrey, Horley, England, RH6 8PP, United Kingdom, 866-573-4235","Horley",NA,7.4,"Good",23,"3","57","2019-10-01","2019-10-02",2,0,194302336,3.5,"51.18726,-0.164346","64",NA,1,1,0,0,0,1,0,0,1
"473","Gatwick Inn Hotel","50 Bonehurst Rd, Horley, England, RH6 8QJ, United Kingdom, 866-573-4235","Horley",NA,6.8,"Good",103,"3","45","2019-10-01","2019-10-02",2,0,970804448,3.5,"51.18413,-0.16321","13",NA,0,0,0,0,0,1,0,0,1
"474","Gatwick Stay - The Ivy Serviced Apartments","13 Imperials Building, 68 Victoria Road, Horley, England, RH6 7PY, United Kingdom, 866-573-4235","Horley",NA,6,"Good",NA,NA,"167","2019-10-01","2019-10-02",2,0,1138694176,3.5,"51.17163,-0.16288",NA,NA,0,0,0,0,0,0,0,0,1
"475","Gatwick Turret Guest House","48 Massetts Road, Horley, England, RH6 7DS, United Kingdom, 866-573-4235","Horley",NA,8.4,"Very Good",151,"4.5","62","2019-10-01","2019-10-02",2,0,392192,3,"51.17,-0.169151","10","3",0,0,0,0,0,1,0,0,1
"476","Generator London","37 Tavistock Place, Russel Square, London, England, WC1H 9SE, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.2,"Good",865,"3.5","94","2019-10-01","2019-10-02",2,0,259199,2,"51.525884,-0.124681","214","6",1,1,1,0,0,1,1,0,0
"477","George Hotel","58-60 Cartwright Gardens, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.8,"Good",356,"3.5","148","2019-10-01","2019-10-02",2,0,281848,3,"51.526208,-0.126404","40","4",0,0,0,0,0,1,0,0,0
"478","Georgian House Hotel","35 - 39 St George's Drive, London, England, SW1V 4DG, United Kingdom, 866-573-4235","Victoria",1.3,8.4,"Very Good",799,"4","217","2019-10-01","2019-10-02",2,0,286134,4,"51.49075,-0.143732","59","6",0,1,0,0,0,1,0,0,0
"479","Gidea Park Hotel","115 Main Rd, Romford, England, RM2 5EL, United Kingdom, 866-573-4235","Romford",NA,8.4,"Very Good",114,"4.5","75","2019-10-01","2019-10-02",2,0,371228,3,"51.58699,0.20057","22","3",1,1,0,1,0,1,0,0,1
"480","Gilwell Park","Bury Road, Chingford, London, England, E4 7QW, United Kingdom, 866-573-4235","London",NA,8.6,"Fabulous",135,"4","82","2019-10-01","2019-10-02",2,0,647678,3.5,"51.64402,0.01076","40","2",0,1,0,1,0,1,0,0,1
"481","Gladstone park gardens","58 Gladstone Park Gardens, London, England, NW2 6JX, United Kingdom, 866-573-4235","Cricklewood",5.7,NA,NA,NA,NA,"46","2019-10-01","2019-10-02",2,0,1207435328,3,"51.562282,-0.226208","3",NA,0,0,0,0,0,1,0,0,0
"482","Glendale Hyde Park Hotel","8 Devonshire Terrace, Paddington, London, England, W2 3DN, United Kingdom, 866-573-4235","Paddington",2.3,5.6,"",66,"2.5","144","2019-10-01","2019-10-02",2,0,286137,3,"51.513935,-0.18021","22","6",0,0,0,0,0,1,0,0,0
"483","Glendevon House Hotel ","80 Southborough Road, Bromley, England, BR1 2EN, United Kingdom, 866-573-4235","Bromley",NA,8,"Very Good",2,"3","93","2019-10-01","2019-10-02",2,0,116212288,3.5,"51.39374,0.04479","8",NA,0,0,0,0,0,1,0,0,1
"484","Glenlyn Apartments","6 Woodside Park Rd, London, England, N12 8RP, United Kingdom, 866-573-4235","London",NA,10,"Exceptional",NA,"4.5","128","2019-10-01","2019-10-02",2,0,823508512,4,"51.61754,-0.17772","5",NA,0,1,0,0,0,0,1,0,1
"485","Glenlyn Hotel","2 - 4 Woodside Park Road, London, England, N12 8RP, United Kingdom, 866-573-4235","London",NA,8.4,"Very Good",162,"4.5","82","2019-10-01","2019-10-02",2,0,320471,3,"51.61736,-0.177703","27","1",1,1,0,0,0,1,1,0,1
"486","Global Lodge Hotel","109A Kingsland High Street, Dalston, London, England, E8 2PB, United Kingdom, 866-573-4235","London",3.7,8,"Very Good",60,"4","82","2019-10-01","2019-10-02",2,0,690011,3,"51.54969,-0.07549","16","2",0,0,0,0,0,1,0,0,1
"487","Godson Street Stylish Apartment ","10 Godson Street, London, England, N1 9GZ, United Kingdom, 866-573-4235","Angel",1.9,NA,NA,NA,NA,"259","2019-10-01","2019-10-02",2,0,1185884832,4,"51.533114,-0.110602",NA,NA,0,0,0,0,0,0,0,0,1
"488","Goldbeaters House","95 Golbeaters Grove, Edgware, England, HA8 9DR, United Kingdom, 866-573-4235","Edgware",NA,NA,NA,NA,NA,"109","2019-10-01","2019-10-02",2,0,1210498560,3.5,"51.610374,-0.253335","5",NA,0,0,0,0,0,1,0,0,0
"489","Golden By Saba","43 Shepherds Bush, London, England, W6 7LU, United Kingdom, 866-573-4235","Hammersmith",4.1,6.6,"Good",21,"1","73","2019-10-01","2019-10-02",2,0,1052215712,4,"51.500826,-0.221873","17",NA,0,0,0,0,0,1,1,0,0
"490","Golden Star Hotel","75 Warwick Way, Victoria, London, England, SW1V 1QR, United Kingdom, 866-573-4235","Victoria",1.3,3.2,"",688,"1.5","73","2019-10-01","2019-10-02",2,0,576119,2.5,"51.49153,-0.142365","15",NA,0,0,0,0,0,1,0,0,0
"491","Goodenough Guesthouse","4 Goodenough Road, London, England, SW19 3QW, United Kingdom, 866-573-4235","London",NA,9.2,"Superb",27,"4.5","82","2019-10-01","2019-10-02",2,0,939023936,3.5,"51.41678,-0.20932","12",NA,0,0,0,0,0,1,1,0,0
"492","Goodwood Hotel","38-40 Tavistock Place, London, England, WC1H 9RE, United Kingdom, 866-573-4235","Bloomsbury",1.2,4.2,"",504,"1.5","71","2019-10-01","2019-10-02",2,0,541941,2.5,"51.525535,-0.125919","27",NA,0,0,0,0,0,1,0,0,0
"493","Gorse Hill","Hook Heath Road, Woking, England, GU22 0QF, United Kingdom, 866-573-4235","Woking",NA,7.8,"Good",125,"4","161","2019-10-01","2019-10-02",2,0,253522,4,"51.301287,-0.597372","50",NA,0,1,1,1,0,1,1,0,1
"494","Gosfield House Hotel","1A Gosfield St, Fitzrovia, London, England, W1W 6HA, United Kingdom, 866-573-4235","Fitzrovia",NA,7.4,"Good",84,"3","97","2019-10-01","2019-10-02",2,0,883837056,2.5,"51.51922,-0.14153","5",NA,0,0,0,0,0,1,0,0,0
"495","Gower Hotel","129 Sussex Gardens, Hyde Park/Paddington, London, England, W2 2RX, United Kingdom, 866-573-4235","Paddington",2,7.8,"Good",206,"3","137","2019-10-01","2019-10-02",2,0,606013,3,"51.515234,-0.172195","20",NA,0,0,0,0,0,0,0,0,0
"496","Gower House Hotel","57 Gower Street, London, England, WC1E 6HJ, United Kingdom, 866-573-4235","Fitzrovia",NA,7.6,"Good",29,"3.5","275","2019-10-01","2019-10-02",2,0,143733120,3.5,"51.521579,-0.131895","15",NA,0,0,0,0,1,1,0,0,0
"497","Grand Junction Arms","Acton Lane, Canal Bridge, Park Royal, London, England, NW10 7AD, United Kingdom, 866-573-4235","Park Royal",6,8,"Very Good",9,"4","101","2019-10-01","2019-10-02",2,0,552241,3,"51.534362,-0.260319","5",NA,1,1,0,1,0,1,0,0,1
"498","Grand Plaza Serviced Apartments","42 Princes Square, Bayswater, London, England, W2 4AD, United Kingdom, 866-573-4235","Paddington",2.7,7.8,"Good",314,"3.5","145","2019-10-01","2019-10-02",2,0,211540,4,"51.513347,-0.190862","198","6",1,0,0,0,0,1,1,0,1
"499","Grand Royale London Hyde Park","1-9 Inverness Terrace, London, England, W2 3JP, United Kingdom, 866-573-4235","Paddington",2.5,7.4,"Good",753,"4","182","2019-10-01","2019-10-02",2,0,238094,4,"51.511055,-0.186078","189","9",1,1,0,1,1,1,1,0,0
"500","Grand Sapphire Hotel","45 Imperial Way, Croydon, England, CR0 4RR, United Kingdom, 866-573-4235","Croydon",NA,7.8,"Good",193,"3.5","82","2019-10-01","2019-10-02",2,0,561961,3,"51.357472,-0.119735","40",NA,0,0,0,1,1,1,0,0,1
"501","Grange Beauchamp","24-27 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",168,"4","220","2019-10-01","2019-10-02",2,0,264877,4,"51.520519,-0.124618","47","5",1,1,0,1,1,1,1,0,0
"502","Grange Buckingham","39-40 Bedford Place, London, England, WC1B 5JT, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",85,"4","220","2019-10-01","2019-10-02",2,0,239269,4,"51.51973,-0.123698","17","3",0,1,1,0,0,1,1,0,1
"503","Grange Clarendon","34-37 Bedford Place, London, England, WC1B 5JR, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",118,"3.5","197","2019-10-01","2019-10-02",2,0,239198,4,"51.519904,-0.123929","51","5",1,1,1,1,0,1,1,0,0
"504","Grange Fitzrovia","20-28 Bolsover Street, London, England, W1W 5NB, United Kingdom, 866-573-4235","Fitzrovia",1.2,7.6,"Good",130,"3.5","197","2019-10-01","2019-10-02",2,0,153419,4,"51.521723,-0.142777","86","4",1,1,0,1,0,1,1,0,0
"505","Grange Lancaster","4-6 Bedford Place, London, England, WC1B 5JD, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",144,"3.5","139","2019-10-01","2019-10-02",2,0,239199,3,"51.519961,-0.12394","36","5",0,0,1,0,0,1,1,0,0
"506","Grange Lodge Hotel","48/50 Grange Road, London, England, W5 5BX, United Kingdom, 866-573-4235","London",7.5,8.6,"Fabulous",27,"4","66","2019-10-01","2019-10-02",2,0,45235008,2.5,"51.509564,-0.302238","14",NA,1,0,0,0,0,0,1,0,1
"507","Grange Portland","31-32 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.2,"Good",22,"4","220","2019-10-01","2019-10-02",2,0,239844,4,"51.520138,-0.124221","18","5",0,0,0,1,0,1,1,0,1
"508","Grange Strathmore","41 Queens Gate Gardens, London, England, SW7 5NB, United Kingdom, 866-573-4235","South Kensington",2.4,7.6,"Good",95,"3.5","174","2019-10-01","2019-10-02",2,0,152984,4,"51.49604,-0.181524","77","5",1,1,0,1,0,1,1,0,0
"509","Grange White Hall Hotel","2-5 Montague Street, London, England, WCI 5BU, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.6,"Good",132,"3.5","197","2019-10-01","2019-10-02",2,0,153055,4,"51.520047,-0.125757","58","4",1,1,1,1,0,1,1,0,1
"510","Gray’s Inn","24 The Green, Wooburn Green, High Wycombe, England, HP10 0EJ, United Kingdom, 866-573-4235","High Wycombe",NA,8,"Very Good",51,"4.5","91","2019-10-01","2019-10-02",2,0,560400,3.5,"51.587519,-0.68301","3",NA,0,1,0,1,0,1,0,0,1
"511","Great Cumberland Place","20 Great Cumberland Place, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,7,"Good",986,"3.5","207","2019-10-01","2019-10-02",2,0,114408,4.5,"51.513636,-0.159044","119","6",0,0,0,0,1,1,1,0,1
"512","Great Fosters","Stroude Road, Egham, England, TW20 9UR, United Kingdom, 866-573-4235","Egham",NA,8.8,"Fabulous",111,"4.5","238","2019-10-01","2019-10-02",2,0,174370,4,"51.417308,-0.545905","43",NA,1,1,0,1,0,1,1,1,1
"513","Green Rooms","13-27 Station Road, London, England, N22 6UW, United Kingdom, 866-573-4235","London",NA,7.6,"Good",47,"4","69","2019-10-01","2019-10-02",2,0,686657088,3,"51.597,-0.1106","26",NA,1,1,1,1,0,1,0,0,0
"514","Greenland Villa - Guest house","9 Charlton Road, Blackheath, London, England, SE3 7EU, United Kingdom, 866-573-4235","Blackheath",6.7,6.6,"Good",22,"3","69","2019-10-01","2019-10-02",2,0,274941,4,"51.47809,0.01969","7","3",0,1,0,1,0,1,1,0,1
"515","Grenville Hotel","4 Guilford Street, Russell Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",100,"1.5","86","2019-10-01","2019-10-02",2,0,286147,2,"51.52424,-0.116381","17","5",0,0,0,0,0,1,0,0,0
"516","Gresham Hotel","116 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.4,"Good",180,"3","86","2019-10-01","2019-10-02",2,0,237040,2.5,"51.51585,-0.171849","57","4",0,0,0,0,0,1,1,0,1
"517","Gresham Hotel","116 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.4,"Good",180,"3","86","2019-10-01","2019-10-02",2,0,2523520,2.5,"51.51839,-0.12795","42",NA,0,0,0,0,0,0,0,0,0
"518","Gresham Hotel","36-38 Bloomsbury Street, London, England, WC1B 3QJ, United Kingdom, 866-573-4235","Bloomsbury",0.7,NA,NA,NA,"2","142","2019-10-01","2019-10-02",2,0,237040,2.5,"51.51585,-0.171849","57","4",0,0,0,0,0,1,1,0,1
"519","Gresham Hotel","36-38 Bloomsbury Street, London, England, WC1B 3QJ, United Kingdom, 866-573-4235","Bloomsbury",0.7,NA,NA,NA,"2","142","2019-10-01","2019-10-02",2,0,2523520,2.5,"51.51839,-0.12795","42",NA,0,0,0,0,0,0,0,0,0
"520","Greyhound Hotel","2 High Street, Carshalton, England, SM5 3PE, United Kingdom, 866-573-4235","Carshalton",NA,9,"Superb",96,"4.5","114","2019-10-01","2019-10-02",2,0,399219,3.5,"51.365006,-0.164733","21","3",1,1,0,1,1,1,1,0,1
"521","Greyhound Road Rooms","21 Greyhound Rd, London, England, W6 8NH, United Kingdom, 866-573-4235","Hammersmith and Fulham",4.2,9.6,"Exceptional",4,NA,"90","2019-10-01","2019-10-02",2,0,739711200,3.5,"51.48516,-0.21884","5",NA,0,0,0,0,0,1,0,0,1
"522","Griffin House Hotel","10 Connaught Street, Hyde Park, London, England, W2 2AH, United Kingdom, 866-573-4235","City of Westminster",1.7,6.8,"Good",179,"2.5","104","2019-10-01","2019-10-02",2,0,286149,3,"51.514689,-0.164761","15","4",0,0,0,0,0,1,0,0,0
"523","Groot Rooms","290-294 Hackney Road, London, England, E2 7SJ, United Kingdom, 866-573-4235","Bethnal Green",3,9,"Superb",2,NA,"44","2019-10-01","2019-10-02",2,0,1250262144,NA,"51.530916,-0.068107","10",NA,0,0,0,0,0,0,0,0,1
"524","Grove End","73 Bushey Hall Road, Bushey, England, WD23 2EN, United Kingdom, 866-573-4235","Bushey",NA,8,"Very Good",NA,"2.5","99","2019-10-01","2019-10-02",2,0,367980,3,"51.65464,-0.38521","15","3",0,0,0,0,0,1,0,0,1
"525","Grove Hotel","59-61 Carlton Grove, London, England, SE15 2UD, United Kingdom, 866-573-4235","Peckham",3.6,6.4,"Good",43,"2.5","78","2019-10-01","2019-10-02",2,0,485394,3,"51.474931,-0.061155","14",NA,0,0,0,0,0,1,0,0,0
"526","Guest House Ellipse","38 Buckingham Avenue, London, England, N20 9DE, United Kingdom, 866-573-4235","London",NA,6.4,"Good",9,"3","25","2019-10-01","2019-10-02",2,0,803405408,3,"51.63734,-0.17231","7",NA,0,0,0,0,0,1,1,0,1
"527","Guest House London","1530 LONDON ROAD, London, England, SW16 4EU, United Kingdom, 866-573-4235","London",NA,7.6,"Good",12,"4","83","2019-10-01","2019-10-02",2,0,718537248,3,"51.41307,-0.12405","11",NA,0,0,0,0,0,1,0,0,0
"528","Guest House Stepney Green","Flat 9, Adriatic House, Ernest Street, London, England, E1 4RA, United Kingdom, 866-573-4235","Tower Hamlets",3.8,NA,NA,NA,NA,"56","2019-10-01","2019-10-02",2,0,890955712,2.5,"51.5216,-0.04244","4",NA,0,0,0,0,0,1,0,0,1
"529","Guesthouse Stepney Green","Stepney Green, London, England, E1 3JJ, United Kingdom, 866-573-4235","Tower Hamlets",3.5,6.4,"Good",5,"3","67","2019-10-01","2019-10-02",2,0,684995200,2.5,"51.51937,-0.04759","4",NA,0,0,0,0,0,0,0,0,0
"530","Guesthouse4u","Margery Park Road 3, Newham, London, England, E7 9LA, United Kingdom, 866-573-4235","Forest Gate",6.9,NA,NA,NA,"1","51","2019-10-01","2019-10-02",2,0,1201434976,2.5,"51.544527,0.020588","3",NA,0,0,0,0,0,1,0,0,1
"531","Guilford House Hotel","6 Guilford Street, Russel Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",117,"2","86","2019-10-01","2019-10-02",2,0,286152,2,"51.524215,-0.116531","14","2",0,0,0,0,0,1,0,0,0
"532","h Club London","24 Endell Street, London, England, WC2H 9HQ, United Kingdom, 866-573-4235","Covent Garden",0.5,9.6,"Exceptional",273,"4.5","283","2019-10-01","2019-10-02",2,0,647659,4,"51.51483,-0.12459","15","1",1,1,1,1,1,1,1,1,0
"533","H10 London Waterloo","284 to 302 Waterloo Road, London, England, SE1 8RQ, United Kingdom, 866-573-4235","Newington",1.1,8.6,"Fabulous",347,"4.5","223","2019-10-01","2019-10-02",2,0,337606,4,"51.499014,-0.10621","177","11",1,1,0,1,1,1,1,0,0
"534","Half Moon","10 Half Moon Lane, London, England, SE24 9HU, United Kingdom, 866-573-4235","London",NA,9.2,"Superb",99,"4.5","154","2019-10-01","2019-10-02",2,0,664363,4.5,"51.45273,-0.10075","12",NA,1,1,0,0,0,1,0,0,0
"535","Hallam Hotel","12 Hallam Street Portland Place, London, England, W1W 6JF, United Kingdom, 866-573-4235","Marylebone",1.1,4.8,"",17,"2","135","2019-10-01","2019-10-02",2,0,7102880,2.5,"51.5195,-0.14294","25",NA,0,0,0,0,0,1,0,0,1
"536","Hallmark Hotel Croydon Aerodrome","680 Purley Way, Croydon, England, CR9 4LT, United Kingdom, 866-573-4235","Croydon",10,7.4,"Good",282,"3.5","106","2019-10-01","2019-10-02",2,0,204587,4,"51.357063,-0.116661","110","4",1,1,0,1,0,1,1,0,1
"537","Hallmark Hotel London Chigwell Prince Regent","Manor Road, Chigwell, Woodford Green, England, IG8 8AE, United Kingdom, 866-573-4235","Woodford Green",NA,7.2,"Good",151,"4","137","2019-10-01","2019-10-02",2,0,195897,4,"51.606737,0.058461","61","3",1,1,0,1,0,1,1,0,1
"538","Hamilton's","23 Windsor Street, Chertsey, England, KT16 8AY, United Kingdom, 866-573-4235","Chertsey",NA,8.4,"Very Good",53,"4.5","76","2019-10-01","2019-10-02",2,0,418944,4,"51.392542,-0.504663","5","3",1,0,0,0,0,1,0,0,1
"539","Hampden Apartments - The Beatrice","4 Pavilions, Clarence Rd, Windsor, England, SL4 5GE, United Kingdom, 866-573-4235","Windsor",NA,9.6,"Exceptional",5,NA,"181","2019-10-01","2019-10-02",2,0,968462592,4.5,"51.48028,-0.622841",NA,NA,0,0,0,0,0,0,0,0,1
"540","Hampden Apartments - The George","Flat 3, 14 High St, Windsor, England, SL4 1LD, United Kingdom, 866-573-4235","Windsor",NA,9.8,"Exceptional",8,NA,"230","2019-10-01","2019-10-02",2,0,968599744,4,"51.481643,-0.606926",NA,NA,0,0,0,0,0,0,0,0,1
"541","Hampden Apartments - The Meghan","7 Prospect Place, Osborne Rd, Windsor, England, SL4 3JA, United Kingdom, 866-573-4235","Windsor",NA,10,"Exceptional",2,NA,"230","2019-10-01","2019-10-02",2,0,968686432,4.5,"51.474634,-0.611456",NA,NA,0,0,0,0,0,0,0,0,1
"542","Hampden Apartments - The Victoria","7 Fountain Court, 28-32 Frances Rd, Windsor, England, SL4 3AA, United Kingdom, 866-573-4235","Windsor",NA,10,"Exceptional",3,NA,"230","2019-10-01","2019-10-02",2,0,968738240,5,"51.47739,-0.608079",NA,NA,0,0,0,0,0,0,0,0,1
"543","Hampstead Britannia Hotel","Primrose Hill Road, Hampstead, London, England, NW3 3NA, United Kingdom, 866-573-4235","Hampstead",3,5.6,"",414,"2.5","117","2019-10-01","2019-10-02",2,0,128091,3,"51.544544,-0.162695","121","6",1,1,0,1,0,1,1,0,1
"544","Hampton by Hilton London Croydon","29-30 Dingwall Road, Croydon, England, CR0 2NB, United Kingdom, 866-573-4235","Croydon",9.1,8.2,"Very Good",527,"4","137","2019-10-01","2019-10-02",2,0,395639,3.5,"51.377823,-0.09579","120","11",0,1,1,1,1,1,1,0,1
"545","Hampton by Hilton London Gatwick Airport","Longbridge House, North Terminal, Gatwick Airport, Gatwick, England, RH6 0PJ, United Kingdom, 866-573-4235","Gatwick",NA,8.6,"Fabulous",2596,"4","134","2019-10-01","2019-10-02",2,0,449221,3.5,"51.162071,-0.177571","194","7",0,1,1,1,1,1,1,0,1
"546","Hampton by Hilton London Waterloo","157 Waterloo Road, South Bank, London, England, SE1 8XA, United Kingdom, 866-573-4235","Newington",0.9,9,"Superb",2124,"4.5","249","2019-10-01","2019-10-02",2,0,448661,3,"51.501153,-0.108713","297","8",0,1,1,1,1,1,1,0,0
"547","Hampton Suites Apartments","1-12 Hampton Suites, 3 South Bank, Thames Ditton, England, KT7 0UD, United Kingdom, 866-573-4235","Thames Ditton",NA,9.4,"Exceptional",47,"4.5","147","2019-10-01","2019-10-02",2,0,691724,4,"51.38943,-0.32434","12","2",0,0,1,0,0,1,1,0,0
"548","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",199,"3.5","250","2019-10-01","2019-10-02",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"549","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",199,"3.5","250","2019-10-01","2019-10-02",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"550","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",199,"3.5","250","2019-10-01","2019-10-02",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"551","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",199,"3.5","250","2019-10-01","2019-10-02",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"552","Harefield Manor Hotel","33 Main Road, Romford, England, RM1 3DL, United Kingdom, 866-573-4235","Romford",NA,7.6,"Good",224,"3.5","71","2019-10-01","2019-10-02",2,0,34672448,3,"51.582836,0.188676","68","3",0,1,0,1,0,1,0,0,1
"553","Harlington apartments","1 Harlington Road East, Feltham, England, TW14 0AA, United Kingdom, 866-573-4235","Feltham",13,6.4,"Good",5,"1","54","2019-10-01","2019-10-02",2,0,742633792,3.5,"51.448854,-0.402977","2",NA,0,0,0,0,0,1,0,0,1
"554","Harlow International Hostel","13 School Lane, Harlow, England, CM20 2QD, United Kingdom, 866-573-4235","Harlow",NA,8.4,"Very Good",14,"3.5","51","2019-10-01","2019-10-02",2,0,996490304,2,"51.778145,0.10123","8",NA,0,0,0,0,0,1,0,0,0
"555","Harrods Room","3 Beaufort Gardens, London, England, SW3 1PU, United Kingdom, 866-573-4235","Knightsbridge",1.7,8.2,"Very Good",12,"1","141","2019-10-01","2019-10-02",2,0,732842336,3,"51.49838,-0.16484","4",NA,0,0,0,0,0,1,0,0,0
"556","Hartley Hotel","365-367 Romford Road, Forest Gate, London, England, E7 8AA, United Kingdom, 866-573-4235","Forest Gate",7.2,5,"",91,"1.5","46","2019-10-01","2019-10-02",2,0,563571,2.5,"51.546682,0.027796","47",NA,0,0,0,0,0,1,0,0,1
"557","Hartsfield Manor","Sandy Lane, Betchworth, England, RH3 7AA, United Kingdom, 866-573-4235","Betchworth",NA,8.4,"Very Good",119,"3.5","118","2019-10-01","2019-10-02",2,0,332910,4.5,"51.23868,-0.26098","50",NA,1,1,1,1,0,1,1,0,1
"558","Haven Hotel","6-8 Sussex Gardens, Paddington, London, England, W2 1UL, United Kingdom, 866-573-4235","Paddington",1.9,6.6,"Good",197,"2.5","101","2019-10-01","2019-10-02",2,0,353303,2,"51.517962,-0.168105","35","5",0,0,0,0,0,1,0,0,0
