"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"494","Gatwick Belmont Hotel","46 Massetts Road, Horley, England, RH6 7DS, United Kingdom, 866-573-4235","Horley",NA,8.2,"Very Good",546,"4","60","2019-11-18","2019-11-19",2,0,203423,3,"51.17,-0.16895","18","2",1,1,0,0,0,1,0,0,1
"495","Gatwick Cambridge Hotel","19 Bonehurst Road, Surrey, Horley, England, RH6 8PP, United Kingdom, 866-573-4235","Horley",NA,7.4,"Good",23,"3","50","2019-11-18","2019-11-19",2,0,194302336,3.5,"51.18726,-0.164346","64",NA,1,1,0,0,0,1,0,0,1
"496","Gatwick Inn Hotel","50 Bonehurst Rd, Horley, England, RH6 8QJ, United Kingdom, 866-573-4235","Horley",NA,6.8,"Good",103,"3","45","2019-11-18","2019-11-19",2,0,970804448,3.5,"51.18413,-0.16321","13",NA,0,0,0,0,0,1,0,0,1
"497","Gatwick Turret Guest House","48 Massetts Road, Horley, England, RH6 7DS, United Kingdom, 866-573-4235","Horley",NA,8.4,"Very Good",151,"4.5","72","2019-11-18","2019-11-19",2,0,392192,3,"51.17,-0.169151","10","3",0,0,0,0,0,1,0,0,1
"498","Generator London","37 Tavistock Place, Russel Square, London, England, WC1H 9SE, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.2,"Good",865,"3.5","71","2019-11-18","2019-11-19",2,0,259199,2,"51.525884,-0.124681","214","6",1,1,1,0,0,1,1,0,0
"499","George Hotel","58-60 Cartwright Gardens, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.8,"Good",356,"3.5","131","2019-11-18","2019-11-19",2,0,281848,3,"51.526208,-0.126404","40","4",0,0,0,0,0,1,0,0,0
"500","Georgian House Hotel","35 - 39 St George's Drive, London, England, SW1V 4DG, United Kingdom, 866-573-4235","Victoria",1.3,8.4,"Very Good",799,"4","189","2019-11-18","2019-11-19",2,0,286134,4,"51.49075,-0.143732","59","6",0,1,0,0,0,1,0,0,0
"501","Gidea Park Hotel","115 Main Rd, Romford, England, RM2 5EL, United Kingdom, 866-573-4235","Romford",NA,8.4,"Very Good",114,"4.5","73","2019-11-18","2019-11-19",2,0,371228,3,"51.58699,0.20057","22","3",1,1,0,1,0,1,0,0,1
"502","Gilwell Park","Bury Road, Chingford, London, England, E4 7QW, United Kingdom, 866-573-4235","London",NA,8.6,"Fabulous",135,"4","82","2019-11-18","2019-11-19",2,0,647678,3.5,"51.64402,0.01076","40","2",0,1,0,1,0,1,0,0,1
"503","Gladstone park gardens","58 Gladstone Park Gardens, London, England, NW2 6JX, United Kingdom, 866-573-4235","Cricklewood",5.7,NA,NA,NA,NA,"54","2019-11-18","2019-11-19",2,0,1207435328,3,"51.562282,-0.226208","3",NA,0,0,0,0,0,1,0,0,0
"504","Glendale Hyde Park Hotel","8 Devonshire Terrace, Paddington, London, England, W2 3DN, United Kingdom, 866-573-4235","Paddington",2.3,5.6,"",66,"2.5","144","2019-11-18","2019-11-19",2,0,286137,3,"51.513935,-0.18021","22","6",0,0,0,0,0,1,0,0,0
"505","Glendevon House Hotel ","80 Southborough Road, Bromley, England, BR1 2EN, United Kingdom, 866-573-4235","Bromley",NA,8,"Very Good",2,"3","93","2019-11-18","2019-11-19",2,0,116212288,3.5,"51.39374,0.04479","8",NA,0,0,0,0,0,1,0,0,1
"506","Glenlyn Apartments","6 Woodside Park Rd, London, England, N12 8RP, United Kingdom, 866-573-4235","London",NA,10,"Exceptional",NA,"4.5","128","2019-11-18","2019-11-19",2,0,823508512,4,"51.61754,-0.17772","5",NA,0,1,0,0,0,0,1,0,1
"507","Glenlyn Hotel","2 - 4 Woodside Park Road, London, England, N12 8RP, United Kingdom, 866-573-4235","London",NA,8.4,"Very Good",162,"4.5","82","2019-11-18","2019-11-19",2,0,320471,3,"51.61736,-0.177703","27","1",1,1,0,0,0,1,1,0,1
"508","Global Lodge Hotel","109A Kingsland High Street, Dalston, London, England, E8 2PB, United Kingdom, 866-573-4235","London",3.7,8,"Very Good",60,"4","82","2019-11-18","2019-11-19",2,0,690011,3,"51.54969,-0.07549","16","2",0,0,0,0,0,1,0,0,1
"509","Godson Street Stylish Apartment ","10 Godson Street, London, England, N1 9GZ, United Kingdom, 866-573-4235","Angel",1.9,NA,NA,NA,NA,"229","2019-11-18","2019-11-19",2,0,1185884832,4,"51.533114,-0.110602",NA,NA,0,0,0,0,0,0,0,0,1
"510","Goldbeaters House","95 Golbeaters Grove, Edgware, England, HA8 9DR, United Kingdom, 866-573-4235","Edgware",NA,NA,NA,NA,NA,"109","2019-11-18","2019-11-19",2,0,1210498560,3.5,"51.610374,-0.253335","5",NA,0,0,0,0,0,1,0,0,0
"511","Golden By Saba","43 Shepherds Bush, London, England, W6 7LU, United Kingdom, 866-573-4235","Hammersmith",4.1,6.6,"Good",21,"1","68","2019-11-18","2019-11-19",2,0,1052215712,4,"51.500826,-0.221873","17",NA,0,0,0,0,0,1,1,0,0
"512","Golden Star Hotel","75 Warwick Way, Victoria, London, England, SW1V 1QR, United Kingdom, 866-573-4235","Victoria",1.3,3.2,"",689,"1.5","73","2019-11-18","2019-11-19",2,0,576119,2.5,"51.49153,-0.142365","15",NA,0,0,0,0,0,1,0,0,0
"513","Good Hotel London","Royal Victoria Dock, Western Gateway, Royal Docks, London, England, E16 1FA, United Kingdom, 866-573-4235","Docklands",6.3,8.2,"Very Good",769,"4","293","2019-11-18","2019-11-19",2,0,522619328,4,"51.507811,0.019538","148","3",1,1,0,1,1,1,1,0,0
"514","Goodenough College","London House -  Mecklenburgh Square, London, England, WC1N 2AD, United Kingdom, 866-573-4235","Bloomsbury",1.2,8.2,"Very Good",150,"4","137","2019-11-18","2019-11-19",2,0,712835296,4,"51.52406,-0.11776","100",NA,1,1,0,1,0,1,1,0,0
"515","Goodwood Hotel","38-40 Tavistock Place, London, England, WC1H 9RE, United Kingdom, 866-573-4235","Bloomsbury",1.2,4.2,"",504,"1.5","61","2019-11-18","2019-11-19",2,0,541941,2.5,"51.525535,-0.125919","27",NA,0,0,0,0,0,1,0,0,0
"516","Gorse Hill","Hook Heath Road, Woking, England, GU22 0QF, United Kingdom, 866-573-4235","Woking",NA,7.8,"Good",125,"4","121","2019-11-18","2019-11-19",2,0,253522,4,"51.301287,-0.597372","50",NA,0,1,1,1,0,1,1,0,1
"517","Gosfield House Hotel","1A Gosfield St, Fitzrovia, London, England, W1W 6HA, United Kingdom, 866-573-4235","Fitzrovia",NA,7.4,"Good",84,"3","97","2019-11-18","2019-11-19",2,0,883837056,2.5,"51.51922,-0.14153","5",NA,0,0,0,0,0,1,0,0,0
"518","Gower Hotel","129 Sussex Gardens, Hyde Park/Paddington, London, England, W2 2RX, United Kingdom, 866-573-4235","Paddington",2,7.8,"Good",206,"3","91","2019-11-18","2019-11-19",2,0,606013,3,"51.515234,-0.172195","20",NA,0,0,0,0,0,0,0,0,0
"519","Gower House Hotel","57 Gower Street, London, England, WC1E 6HJ, United Kingdom, 866-573-4235","Fitzrovia",NA,7.6,"Good",29,"3.5","209","2019-11-18","2019-11-19",2,0,143733120,3.5,"51.521579,-0.131895","15",NA,0,0,0,0,1,1,0,0,0
"520","Grand Junction Arms","Acton Lane, Canal Bridge, Park Royal, London, England, NW10 7AD, United Kingdom, 866-573-4235","Park Royal",6,8,"Very Good",9,"4","101","2019-11-18","2019-11-19",2,0,552241,3,"51.534362,-0.260319","5",NA,1,1,0,1,0,1,0,0,1
"521","Grand Plaza Serviced Apartments","42 Princes Square, Bayswater, London, England, W2 4AD, United Kingdom, 866-573-4235","Paddington",2.7,7.8,"Good",314,"3.5","110","2019-11-18","2019-11-19",2,0,211540,4,"51.513347,-0.190862","198","6",1,0,0,0,0,1,1,0,1
"522","Grand Royale London Hyde Park","1-9 Inverness Terrace, London, England, W2 3JP, United Kingdom, 866-573-4235","Paddington",2.5,7.4,"Good",755,"4","150","2019-11-18","2019-11-19",2,0,238094,4,"51.511055,-0.186078","189","9",1,1,0,1,1,1,1,0,0
"523","Grand Sapphire Hotel","45 Imperial Way, Croydon, England, CR0 4RR, United Kingdom, 866-573-4235","Croydon",NA,7.8,"Good",193,"3.5","72","2019-11-18","2019-11-19",2,0,561961,3,"51.357472,-0.119735","40",NA,0,0,0,1,1,1,0,0,1
"524","Grange Beauchamp","24-27 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",168,"4","185","2019-11-18","2019-11-19",2,0,264877,4,"51.520519,-0.124618","47","5",1,1,0,1,1,1,1,0,0
"525","Grange Buckingham","39-40 Bedford Place, London, England, WC1B 5JT, United Kingdom, 866-573-4235","Bloomsbury",0.9,8.2,"Very Good",86,"4","209","2019-11-18","2019-11-19",2,0,239269,4,"51.51973,-0.123698","17","3",0,1,1,0,0,1,1,0,1
"526","Grange Clarendon","34-37 Bedford Place, London, England, WC1B 5JR, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",118,"3.5","174","2019-11-18","2019-11-19",2,0,239198,4,"51.519904,-0.123929","51","5",1,1,1,1,0,1,1,0,0
"527","Grange Fitzrovia","20-28 Bolsover Street, London, England, W1W 5NB, United Kingdom, 866-573-4235","Fitzrovia",1.2,7.6,"Good",130,"3.5","185","2019-11-18","2019-11-19",2,0,153419,4,"51.521723,-0.142777","86","4",1,1,0,1,0,1,1,0,0
"528","Grange Lancaster","4-6 Bedford Place, London, England, WC1B 5JD, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",144,"3.5","127","2019-11-18","2019-11-19",2,0,239199,3,"51.519961,-0.12394","36","5",0,0,1,0,0,1,1,0,0
"529","Grange Langham Court","31-35 Langham Street, London, England, W1W 6BU, United Kingdom, 866-573-4235","Fitzrovia",NA,7.4,"Good",119,"3.5","185","2019-11-18","2019-11-19",2,0,170718,4,"51.519089,-0.141242","56","4",1,1,0,1,0,1,1,0,0
"530","Grange Lodge Hotel","48/50 Grange Road, London, England, W5 5BX, United Kingdom, 866-573-4235","London",7.5,8.6,"Fabulous",27,"4","66","2019-11-18","2019-11-19",2,0,45235008,2.5,"51.509564,-0.302238","14",NA,1,0,0,0,0,0,1,0,1
"531","Grange Portland","31-32 Bedford Place, London, England, WC1B 5JH, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.2,"Good",22,"4","209","2019-11-18","2019-11-19",2,0,239844,4,"51.520138,-0.124221","18","5",0,0,0,1,0,1,1,0,1
"532","Grange Strathmore","41 Queens Gate Gardens, London, England, SW7 5NB, United Kingdom, 866-573-4235","South Kensington",2.4,7.6,"Good",95,"3.5","174","2019-11-18","2019-11-19",2,0,152984,4,"51.49604,-0.181524","77","5",1,1,0,1,0,1,1,0,0
"533","Grange White Hall Hotel","2-5 Montague Street, London, England, WCI 5BU, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.6,"Good",132,"3.5","174","2019-11-18","2019-11-19",2,0,153055,4,"51.520047,-0.125757","58","4",1,1,1,1,0,1,1,0,1
"534","Gray’s Inn","24 The Green, Wooburn Green, High Wycombe, England, HP10 0EJ, United Kingdom, 866-573-4235","High Wycombe",NA,8,"Very Good",51,"4.5","91","2019-11-18","2019-11-19",2,0,560400,3.5,"51.587519,-0.68301","3",NA,0,1,0,1,0,1,0,0,1
"535","Great Cumberland Place","20 Great Cumberland Place, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,7,"Good",987,"3.5","190","2019-11-18","2019-11-19",2,0,114408,4.5,"51.513636,-0.159044","119","6",0,0,0,0,1,1,1,0,1
"536","Great Fosters","Stroude Road, Egham, England, TW20 9UR, United Kingdom, 866-573-4235","Egham",NA,8.8,"Fabulous",111,"4.5","198","2019-11-18","2019-11-19",2,0,174370,4,"51.417308,-0.545905","43",NA,1,1,0,1,0,1,1,1,1
"537","Great Location Shoreditch Spitalfields","Flat 9, 12-14 Calvin St, London, England, E1 6NW, United Kingdom, 866-573-4235","Spitalfields",2.5,NA,NA,NA,NA,"161","2019-11-18","2019-11-19",2,0,1185886912,3.5,"51.521475,-0.074064",NA,NA,0,0,0,0,0,0,0,0,1
"538","GREAT SCOTLAND YARD","3-5, Great Scotland Yard, London, England, SW1A 2HW, United Kingdom, 866-573-4235","West End",0.1,NA,NA,NA,NA,"410","2019-11-18","2019-11-19",2,0,1245957984,3.5,"51.50633,-0.125816","152",NA,1,1,1,0,1,1,1,0,1
"539","Green Rooms","13-27 Station Road, London, England, N22 6UW, United Kingdom, 866-573-4235","London",NA,7.6,"Good",47,"4","71","2019-11-18","2019-11-19",2,0,686657088,3,"51.597,-0.1106","26",NA,1,1,1,1,0,1,0,0,0
"540","Greenland Villa - Guest house","9 Charlton Road, Blackheath, London, England, SE3 7EU, United Kingdom, 866-573-4235","Blackheath",6.7,6.6,"Good",22,"3","69","2019-11-18","2019-11-19",2,0,274941,4,"51.47809,0.01969","7","3",0,1,0,1,0,1,1,0,1
"541","Grenville Hotel","4 Guilford Street, Russell Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",100,"1.5","86","2019-11-18","2019-11-19",2,0,286147,2,"51.52424,-0.116381","17","5",0,0,0,0,0,1,0,0,0
"542","Gresham Hotel","116 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.4,"Good",180,"3","68","2019-11-18","2019-11-19",2,0,2523520,2.5,"51.51839,-0.12795","42",NA,0,0,0,0,0,0,0,0,0
"543","Gresham Hotel","116 Sussex Gardens, Hyde Park, London, England, W2 1UA, United Kingdom, 866-573-4235","Paddington",2,7.4,"Good",180,"3","68","2019-11-18","2019-11-19",2,0,237040,2.5,"51.51585,-0.171849","57","4",0,0,0,0,0,1,1,0,1
"544","Gresham Hotel","36-38 Bloomsbury Street, London, England, WC1B 3QJ, United Kingdom, 866-573-4235","Bloomsbury",0.7,NA,NA,NA,"2","101","2019-11-18","2019-11-19",2,0,2523520,2.5,"51.51839,-0.12795","42",NA,0,0,0,0,0,0,0,0,0
"545","Gresham Hotel","36-38 Bloomsbury Street, London, England, WC1B 3QJ, United Kingdom, 866-573-4235","Bloomsbury",0.7,NA,NA,NA,"2","101","2019-11-18","2019-11-19",2,0,237040,2.5,"51.51585,-0.171849","57","4",0,0,0,0,0,1,1,0,1
"546","Greyhound Hotel","2 High Street, Carshalton, England, SM5 3PE, United Kingdom, 866-573-4235","Carshalton",NA,9,"Superb",96,"4.5","106","2019-11-18","2019-11-19",2,0,399219,3.5,"51.365006,-0.164733","21","3",1,1,0,1,1,1,1,0,1
"547","Griffin House Hotel","10 Connaught Street, Hyde Park, London, England, W2 2AH, United Kingdom, 866-573-4235","City of Westminster",1.7,6.8,"Good",179,"2.5","122","2019-11-18","2019-11-19",2,0,286149,3,"51.514689,-0.164761","15","4",0,0,0,0,0,1,0,0,0
"548","Groot Rooms","290-294 Hackney Road, London, England, E2 7SJ, United Kingdom, 866-573-4235","Bethnal Green",3,9,"Superb",2,NA,"46","2019-11-18","2019-11-19",2,0,1250262144,NA,"51.530916,-0.068107","10",NA,0,0,0,0,0,0,0,0,1
"549","Grove End","73 Bushey Hall Road, Bushey, England, WD23 2EN, United Kingdom, 866-573-4235","Bushey",NA,8,"Very Good",NA,"2.5","99","2019-11-18","2019-11-19",2,0,367980,3,"51.65464,-0.38521","15","3",0,0,0,0,0,1,0,0,1
"550","Grove Guest House","153 Earlham Grove, Forest Gate, London, England, E7 9AP, United Kingdom, 866-573-4235","Forest Gate",7,9.2,"Superb",51,"5","81","2019-11-18","2019-11-19",2,0,419304,2.5,"51.548083,0.020921","2",NA,1,0,0,0,0,1,1,0,1
"551","Grove Hotel","59-61 Carlton Grove, London, England, SE15 2UD, United Kingdom, 866-573-4235","Peckham",3.6,6.4,"Good",43,"2.5","78","2019-11-18","2019-11-19",2,0,485394,3,"51.474931,-0.061155","14",NA,0,0,0,0,0,1,0,0,0
"552","Guest House Ellipse","38 Buckingham Avenue, London, England, N20 9DE, United Kingdom, 866-573-4235","London",NA,6.4,"Good",9,"3","26","2019-11-18","2019-11-19",2,0,803405408,3,"51.63734,-0.17231","7",NA,0,0,0,0,0,1,1,0,1
"553","Guest House London","1530 LONDON ROAD, London, England, SW16 4EU, United Kingdom, 866-573-4235","London",NA,7.6,"Good",12,"4","83","2019-11-18","2019-11-19",2,0,718537248,3,"51.41307,-0.12405","11",NA,0,0,0,0,0,1,0,0,0
"554","Guest House Stepney Green","Flat 9, Adriatic House, Ernest Street, London, England, E1 4RA, United Kingdom, 866-573-4235","Tower Hamlets",3.8,NA,NA,NA,NA,"56","2019-11-18","2019-11-19",2,0,890955712,2.5,"51.5216,-0.04244","4",NA,0,0,0,0,0,1,0,0,1
"555","Guesthouse Stepney Green","Stepney Green, London, England, E1 3JJ, United Kingdom, 866-573-4235","Tower Hamlets",3.5,6.4,"Good",5,"3","67","2019-11-18","2019-11-19",2,0,684995200,2.5,"51.51937,-0.04759","4",NA,0,0,0,0,0,0,0,0,0
"556","Guesthouse4u","Margery Park Road 3, Newham, London, England, E7 9LA, United Kingdom, 866-573-4235","Forest Gate",6.9,NA,NA,NA,"1","51","2019-11-18","2019-11-19",2,0,1201434976,2.5,"51.544527,0.020588","3",NA,0,0,0,0,0,1,0,0,1
"557","Guilford House Hotel","6 Guilford Street, Russel Square, London, England, WC1N 1DR, United Kingdom, 866-573-4235","Bloomsbury",1.3,5.4,"",117,"2","86","2019-11-18","2019-11-19",2,0,286152,2,"51.524215,-0.116531","14","2",0,0,0,0,0,1,0,0,0
"558","h Club London","24 Endell Street, London, England, WC2H 9HQ, United Kingdom, 866-573-4235","Covent Garden",0.5,9.6,"Exceptional",274,"4.5","182","2019-11-18","2019-11-19",2,0,647659,4,"51.51483,-0.12459","15","1",1,1,1,1,1,1,1,1,0
"559","H10 London Waterloo","284 to 302 Waterloo Road, London, England, SE1 8RQ, United Kingdom, 866-573-4235","Newington",1.1,8.6,"Fabulous",347,"4.5","186","2019-11-18","2019-11-19",2,0,337606,4,"51.499014,-0.10621","177","11",1,1,0,1,1,1,1,0,0
"560","Half Moon","10 Half Moon Lane, London, England, SE24 9HU, United Kingdom, 866-573-4235","London",NA,9.2,"Superb",99,"4.5","154","2019-11-18","2019-11-19",2,0,664363,4.5,"51.45273,-0.10075","12",NA,1,1,0,0,0,1,0,0,0
"561","Hallam Hotel","12 Hallam Street Portland Place, London, England, W1W 6JF, United Kingdom, 866-573-4235","Marylebone",1.1,4.8,"",17,"2","135","2019-11-18","2019-11-19",2,0,7102880,2.5,"51.5195,-0.14294","25",NA,0,0,0,0,0,1,0,0,1
"562","Hallmark Hotel Croydon Aerodrome","680 Purley Way, Croydon, England, CR9 4LT, United Kingdom, 866-573-4235","Croydon",10,7.4,"Good",282,"3.5","57","2019-11-18","2019-11-19",2,0,204587,4,"51.357063,-0.116661","110","4",1,1,0,1,0,1,1,0,1
"563","Hallmark Hotel London Chigwell Prince Regent","Manor Road, Chigwell, Woodford Green, England, IG8 8AE, United Kingdom, 866-573-4235","Woodford Green",NA,7.2,"Good",151,"4","81","2019-11-18","2019-11-19",2,0,195897,4,"51.606737,0.058461","61","3",1,1,0,1,0,1,1,0,1
"564","Hamilton's","23 Windsor Street, Chertsey, England, KT16 8AY, United Kingdom, 866-573-4235","Chertsey",NA,8.4,"Very Good",53,"4.5","76","2019-11-18","2019-11-19",2,0,418944,4,"51.392542,-0.504663","5","3",1,0,0,0,0,1,0,0,1
"565","Hampden Apartments - The Beatrice","4 Pavilions, Clarence Rd, Windsor, England, SL4 5GE, United Kingdom, 866-573-4235","Windsor",NA,9.6,"Exceptional",5,NA,"181","2019-11-18","2019-11-19",2,0,968462592,4.5,"51.48028,-0.622841",NA,NA,0,0,0,0,0,0,0,0,1
"566","Hampden Apartments - The Catherine","112 St Leonards Rd, Windsor, England, SL4 3DG, United Kingdom, 866-573-4235","Windsor",NA,10,"Exceptional",NA,NA,"218","2019-11-18","2019-11-19",2,0,968471200,4,"51.474896,-0.614753",NA,NA,0,0,0,0,0,0,0,0,1
"567","Hampden Apartments - The George","Flat 3, 14 High St, Windsor, England, SL4 1LD, United Kingdom, 866-573-4235","Windsor",NA,9.8,"Exceptional",8,NA,"230","2019-11-18","2019-11-19",2,0,968599744,4,"51.481643,-0.606926",NA,NA,0,0,0,0,0,0,0,0,1
"568","Hampden Apartments - The Harry","Flat 7a, 6-7 Market St, Windsor, England, SL4 1LD, United Kingdom, 866-573-4235","Windsor",NA,8.6,"Fabulous",4,NA,"151","2019-11-18","2019-11-19",2,0,968664192,4,"51.481728,-0.613576",NA,NA,0,0,0,0,0,0,0,0,1
"569","Hampden Apartments - The Victoria","7 Fountain Court, 28-32 Frances Rd, Windsor, England, SL4 3AA, United Kingdom, 866-573-4235","Windsor",NA,10,"Exceptional",3,NA,"230","2019-11-18","2019-11-19",2,0,968738240,5,"51.47739,-0.608079",NA,NA,0,0,0,0,0,0,0,0,1
"570","Hampden Apartments - The William","Flat 1, 16 Park Street, Windsor, England, SL4 1LU, United Kingdom, 866-573-4235","Windsor",NA,9,"Superb",4,NA,"193","2019-11-18","2019-11-19",2,0,968754720,4,"51.480872,-0.605679",NA,NA,0,0,0,0,0,0,0,0,1
"571","Hampstead Britannia Hotel","Primrose Hill Road, Hampstead, London, England, NW3 3NA, United Kingdom, 866-573-4235","Hampstead",3,5.6,"",414,"2.5","131","2019-11-18","2019-11-19",2,0,128091,3,"51.544544,-0.162695","121","6",1,1,0,1,0,1,1,0,1
"572","Hampton by Hilton London Gatwick Airport","Longbridge House, North Terminal, Gatwick Airport, Gatwick, England, RH6 0PJ, United Kingdom, 866-573-4235","Gatwick",NA,8.6,"Fabulous",2596,"4","94","2019-11-18","2019-11-19",2,0,449221,3.5,"51.162071,-0.177571","194","7",0,1,1,1,1,1,1,0,1
"573","Hampton by Hilton London Waterloo","157 Waterloo Road, South Bank, London, England, SE1 8XA, United Kingdom, 866-573-4235","Newington",0.9,9,"Superb",2124,"4.5","197","2019-11-18","2019-11-19",2,0,448661,3,"51.501153,-0.108713","297","8",0,1,1,1,1,1,1,0,0
"574","Hampton Suites Apartments","1-12 Hampton Suites, 3 South Bank, Thames Ditton, England, KT7 0UD, United Kingdom, 866-573-4235","Thames Ditton",NA,9.4,"Exceptional",47,"4.5","127","2019-11-18","2019-11-19",2,0,691724,4,"51.38943,-0.32434","12","2",0,0,1,0,0,1,1,0,0
"575","Hard Rock Hotel London","Great Cumberland Pl, Marylebone, London, England, W1H 7DL, United Kingdom, 866-573-4235","City of Westminster",1.4,8,"Very Good",201,"3.5","223","2019-11-18","2019-11-19",2,0,922589184,4.5,"51.51394,-0.1592","900",NA,1,1,1,0,1,1,1,0,0
"576","Harefield Manor Hotel","33 Main Road, Romford, England, RM1 3DL, United Kingdom, 866-573-4235","Romford",NA,7.6,"Good",224,"3.5","71","2019-11-18","2019-11-19",2,0,34672448,3,"51.582836,0.188676","68","3",0,1,0,1,0,1,0,0,1
"577","Harlington apartments","1 Harlington Road East, Feltham, England, TW14 0AA, United Kingdom, 866-573-4235","Feltham",13,6.4,"Good",5,"1","54","2019-11-18","2019-11-19",2,0,742633792,3.5,"51.448854,-0.402977","2",NA,0,0,0,0,0,1,0,0,1
"578","Harmondsworth Hall Guest House Heathrow","Summerhouse Lane, Harmondsworth, West Drayton, England, UB7 0BG, United Kingdom, 866-573-4235","West Drayton",15,9,"Superb",246,"4","66","2019-11-18","2019-11-19",2,0,674827,3,"51.48799,-0.47886","6",NA,0,0,0,0,0,1,0,0,1
"579","Harrods Room","3 Beaufort Gardens, London, England, SW3 1PU, United Kingdom, 866-573-4235","Knightsbridge",1.7,8.2,"Very Good",12,"1","141","2019-11-18","2019-11-19",2,0,732842336,3,"51.49838,-0.16484","4",NA,0,0,0,0,0,1,0,0,0
"580","Hartley Hotel","365-367 Romford Road, Forest Gate, London, England, E7 8AA, United Kingdom, 866-573-4235","Forest Gate",7.2,5,"",91,"1.5","46","2019-11-18","2019-11-19",2,0,563571,2.5,"51.546682,0.027796","47",NA,0,0,0,0,0,1,0,0,1
"581","Hartsfield Manor","Sandy Lane, Betchworth, England, RH3 7AA, United Kingdom, 866-573-4235","Betchworth",NA,8.4,"Very Good",119,"3.5","118","2019-11-18","2019-11-19",2,0,332910,4.5,"51.23868,-0.26098","50",NA,1,1,1,1,0,1,1,0,1
"582","Haven Hotel","6-8 Sussex Gardens, Paddington, London, England, W2 1UL, United Kingdom, 866-573-4235","Paddington",1.9,6.6,"Good",197,"2.5","81","2019-11-18","2019-11-19",2,0,353303,2,"51.517962,-0.168105","35","5",0,0,0,0,0,1,0,0,0
"583","Haverstock Hotel","154 Haverstock Hill, London, England, NW3 2AY, United Kingdom, 866-573-4235","Belsize Park",3.2,8.2,"Very Good",124,"3.5","100","2019-11-18","2019-11-19",2,0,445572,3.5,"51.548925,-0.162124","19","3",1,0,0,0,1,1,1,0,0
"584","Hazel Residence","30 Brighton Road, Purley, England, CR8 3AD, United Kingdom, 866-573-4235","Purley",NA,8.8,"Fabulous",34,"5","60","2019-11-18","2019-11-19",2,0,673367,3,"51.33683,-0.11927","7",NA,0,1,0,0,0,0,0,0,1
"585","Hazlitt's Hotel","6 Frith Street, Soho Square, London, England, W1D 3JA, United Kingdom, 866-573-4235","Soho",0.5,9.2,"Superb",264,"4.5","263","2019-11-18","2019-11-19",2,0,198718,4,"51.514296,-0.132005","30","3",0,1,0,1,1,1,1,0,0
"586","HC Hotel","18 Hampton Court Hotel, East Molesey, England, KT8 9BW, United Kingdom, 866-573-4235","Richmond-upon-Thames",NA,8,"Very Good",66,"3","55","2019-11-18","2019-11-19",2,0,783348608,NA,"51.40647,-0.3444","9",NA,1,1,0,0,0,1,0,0,1
"587","Heatherbank Guesthouse","25-29 Woodside Park Road, London, England, N12 8RT, United Kingdom, 866-573-4235","London",NA,8.8,"Fabulous",36,"4.5","87","2019-11-18","2019-11-19",2,0,754670080,3,"51.61723,-0.17891","19",NA,0,0,0,0,0,1,1,0,1
"588","Heathrow / Windsor Marriott Hotel","Ditton Road, Langley, Slough, England, SL3 8PT, United Kingdom, 866-573-4235","Slough",18,8.4,"Very Good",311,"4","121","2019-11-18","2019-11-19",2,0,141229,4,"51.492939,-0.547953","382","5",1,1,1,1,1,1,1,1,1
"589","Heathrow Airport Apartments (Peymans)","4 Nobel Drive, Harlington, Hayes, England, UB3 5EY, United Kingdom, 866-573-4235","Harlington",13,5.6,"",26,"2.5","86","2019-11-18","2019-11-19",2,0,980903648,3.5,"51.48143,-0.43023","45",NA,0,0,0,0,0,0,0,0,1
"590","Heathrow Hostel","198, Kingsley Road, Hounslow, England, TW3 4AR, United Kingdom, 866-573-4235","Hounslow",10,4,"",46,"2","55","2019-11-18","2019-11-19",2,0,445335,1,"51.475559,-0.359694","8","1",0,1,0,0,0,1,0,1,1
"591","Heathrow Inn","140  Coldharbour Lane, Hayes, England, UB3 3HG, United Kingdom, 866-573-4235","Hayes",NA,5.2,"",86,"2","56","2019-11-18","2019-11-19",2,0,452211,2,"51.51213,-0.412374","19","2",1,1,0,0,0,1,0,0,1
"592","Heathrow LHR Apartments","623 Sipson Road, West Drayton, England, UB7 0JE, United Kingdom, 866-573-4235","Harlington",14,8.4,"Very Good",40,"5","64","2019-11-18","2019-11-19",2,0,995222848,3.5,"51.482477,-0.448842","4",NA,0,1,0,0,0,1,1,0,1
