"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"184","citizenM Tower of London","40 Trinity Square, London, England, EC3N 4DJ, United Kingdom, 866-573-4235","Tower Hamlets",2.2,9.2,"Superb",1281,"4.5","333","2019-10-25","2019-10-26",2,0,579364,4,"51.51018,-0.076874","370","8",1,1,0,1,1,1,0,0,0
"185","City Aldgate Apartments","6 Bromehead Street, London, England, E1 2PQ, United Kingdom, 866-573-4235","Whitechapel",3.2,6.4,"Good",63,"1","274","2019-10-25","2019-10-26",2,0,713164256,4,"51.51455,-0.05484","15","5",0,0,0,0,0,1,1,0,0
"186","City Apartments","304 Burdett Rd, London, England, E14 7DQ, United Kingdom, 866-573-4235","Limehouse",4.3,4.2,"",10,NA,"80","2019-10-25","2019-10-26",2,0,1061603328,3,"51.515022,-0.028909","2",NA,0,0,1,0,0,1,0,0,0
"187","City Continental Kensington London","11-13 Penywern Road, Earls Court, London, England, SW5 9TT, United Kingdom, 866-573-4235","Earl's Court",3,6,"Good",491,"3","141","2019-10-25","2019-10-26",2,0,148374,3.5,"51.490948,-0.193164","74","4",0,0,0,0,0,1,0,0,0
"188","City Inn Express","144a Mare Street, Hackney, London, England, E8 3SG, United Kingdom, 866-573-4235","London",3.8,5.2,"",43,"2.5","83","2019-10-25","2019-10-26",2,0,306663,3,"51.539196,-0.05641","21","3",0,0,0,0,1,0,0,0,1
"189","City Stay Serviced Apartments","20 Lanterns Way, London, England, E14 9JH, United Kingdom, 866-573-4235","Canary Wharf",4.7,7,"Good",49,NA,"203","2019-10-25","2019-10-26",2,0,659719,3,"51.497996,-0.020693","5",NA,0,0,0,0,0,0,0,0,1
"190","City View Hotel London","287 Cambridge Heath Road, London, England, E2 0EL, United Kingdom, 866-573-4235","Bethnal Green",3.4,5.6,"",40,"2","100","2019-10-25","2019-10-26",2,0,512357,3,"51.526864,-0.055544","28",NA,0,0,0,0,1,1,0,0,1
"191","City View Hotel Roman Road","113 Roman Road, London, England, E2 0QN, United Kingdom, 866-573-4235","Bethnal Green",3.7,4.6,"",51,"2","66","2019-10-25","2019-10-26",2,0,512265,1.5,"51.528558,-0.049071","18",NA,0,0,0,0,0,1,0,0,0
"192","City View Hotel Roman Road Market","527 Roman Road, London, England, E3 5EL, United Kingdom, 866-573-4235","Bow",4.5,5.4,"",94,"2","91","2019-10-25","2019-10-26",2,0,512339,1.5,"51.532663,-0.031106","17",NA,0,0,0,0,0,1,0,0,0
"193","City View Hotel Stratford","11 Church Street North, London, England, E15 3HU, United Kingdom, 866-573-4235","West Ham",6.1,6.6,"Good",49,"1.5","56","2019-10-25","2019-10-26",2,0,512262,1.5,"51.536124,0.00752","28","2",0,0,0,1,0,1,1,0,1
"194","CityLodge London","167 Bow Road, London, England, E3 2SG, United Kingdom, 866-573-4235","Bow",4.9,7.4,"Good",51,"3","96","2019-10-25","2019-10-26",2,0,490912,2,"51.528297,-0.01861","14","3",0,0,0,0,0,1,0,0,0
"195","CityStay Hotel","94 Bow Road, London, England, E3 3AA, United Kingdom, 866-573-4235","Bow",4.8,5.8,"",79,"3","76","2019-10-25","2019-10-26",2,0,330084,2,"51.527898,-0.021262","20","2",0,0,0,0,0,1,0,0,1
"196","CityWest Serviced Apartments","94A Bath Rd, Hounslow, England, TW3 3EH, United Kingdom, 866-573-4235","Hounslow",11,9.6,"Exceptional",14,NA,"120","2019-10-25","2019-10-26",2,0,782861664,3.5,"51.46875,-0.37356",NA,NA,0,0,0,0,0,0,0,0,1
"197","Clapham Guest House","685 Wandsworth Road, London, England, SW8 3JE, United Kingdom, 866-573-4235","Clapham",2.8,7.2,"Good",68,"3.5","63","2019-10-25","2019-10-26",2,0,416904,3,"51.468277,-0.144051","8","3",0,0,0,0,0,1,0,0,0
"198","Clarion Collection Croydon Park Hotel","7 Altyre Road, Croydon, England, CR9 5AA, United Kingdom, 866-573-4235","Croydon",9.4,7.4,"Good",691,"3.5","151","2019-10-25","2019-10-26",2,0,196720,4,"51.373333,-0.091729","211","5",1,1,1,0,1,1,1,1,1
"199","Classic Hyde Park Hotel","109 Sussex Gardens, London, England, W2 2RU, United Kingdom, 866-573-4235","Paddington",2,7,"Good",75,"3","164","2019-10-25","2019-10-26",2,0,475631,2,"51.51562,-0.17127","17",NA,0,0,0,0,0,1,0,0,0
"200","Clayton Crown Hotel London","142-152 Cricklewood Broadway, London, England, NW2 3ED, United Kingdom, 866-573-4235","Cricklewood",5,8,"Very Good",515,"4","123","2019-10-25","2019-10-26",2,0,215242,4,"51.556234,-0.214693","152","5",1,1,1,1,1,1,1,0,1
"201","Clayton Hotel Chiswick","626 Chiswick High Road, London, England, W4 5RY, United Kingdom, 866-573-4235","Hammersmith and Fulham",6.6,8.8,"Fabulous",684,"4.5","90","2019-10-25","2019-10-26",2,0,246296,4,"51.492313,-0.279105","227","7",1,1,1,1,1,1,1,0,1
"202","Clayton Hotel City of London","10 New Drum Street, London, England, E1 7AT, United Kingdom, 866-573-4235","Whitechapel",2.5,9.2,"Superb",244,"4.5","142","2019-10-25","2019-10-26",2,0,975587904,NA,"51.514922,-0.071518","212",NA,1,1,1,0,1,1,0,0,0
"203","Clink78 Hostel","78 Kings Cross Road, London, England, WC1X 9QG, United Kingdom, 866-573-4235","Angel",1.6,7.8,"Good",318,"3.5","80","2019-10-25","2019-10-26",2,0,461849,2,"51.528675,-0.115681","125","5",0,1,0,0,0,1,1,1,0
"204","Club Quarters Lincoln's Inn Fields","61 Lincoln's Inn Fields, London, England, WC2A 3JW, United Kingdom, 866-573-4235","West End",0.7,8.8,"Fabulous",980,"4.5","362","2019-10-25","2019-10-26",2,0,396660,4,"51.516124,-0.118218","157","10",1,0,1,1,1,1,1,0,1
"205","Colliers Hotel","95-97 Warwick Way, London, England, SW1V 1QL, United Kingdom, 866-573-4235","Victoria",1.3,6,"Good",118,"2","151","2019-10-25","2019-10-26",2,0,286040,2.5,"51.491205,-0.14342","22","2",0,0,0,0,0,1,0,0,0
"206","Collingham Serviced Apartments","26-27 Collingham Gardens, London, England, SW5 0HN, United Kingdom, 866-573-4235","Earl's Court",2.8,9,"Superb",326,"4.5","327","2019-10-25","2019-10-26",2,0,211274,4,"51.492098,-0.18787","25","5",0,0,0,0,0,1,1,0,1
"207","Collingham Serviced Apartments","26-27 Collingham Gardens, London, England, SW5 0HN, United Kingdom, 866-573-4235","Earl's Court",2.8,9,"Superb",326,"4.5","327","2019-10-25","2019-10-26",2,0,211274,4,"51.492098,-0.18787","25","5",0,0,0,0,0,1,1,0,1
"208","Collingham Serviced Apartments","26-27 Collingham Gardens, London, England, SW5 0HN, United Kingdom, 866-573-4235","Earl's Court",2.8,9,"Superb",326,"4.5","327","2019-10-25","2019-10-26",2,0,211274,4,"51.492098,-0.18787","25","5",0,0,0,0,0,1,1,0,1
"209","Collingham Serviced Apartments","26-27 Collingham Gardens, London, England, SW5 0HN, United Kingdom, 866-573-4235","Earl's Court",2.8,9,"Superb",326,"4.5","327","2019-10-25","2019-10-26",2,0,211274,4,"51.492098,-0.18787","25","5",0,0,0,0,0,1,1,0,1
"210","Columbus Hotel","141 Sussex Gardens, Hyde Park, London, England, W2 2RX, United Kingdom, 866-573-4235","Paddington",2,7.6,"Good",313,"3.5","136","2019-10-25","2019-10-26",2,0,286043,3,"51.515144,-0.172374","13","5",0,0,0,0,0,1,0,0,1
"211","Comfort Inn Edgware Road W2","450 Edgware Road, London, England, W2 1EG, United Kingdom, 866-573-4235","Paddington",2.3,7.4,"Good",62,"3.5","215","2019-10-25","2019-10-26",2,0,241835,3,"51.523203,-0.174655","38","4",1,0,0,1,1,1,0,0,1
"212","Comfort Inn Kings Cross ","2-5 St Chad's Street, London, England, WC1H 8BD, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.6,6.2,"Good",631,"3","209","2019-10-25","2019-10-26",2,0,169007,3,"51.529964,-0.1213","63","3",0,0,0,0,0,1,0,0,0
"213","Comfort Inn London - Westminster","39 Belgrave Road, Victoria, London, England, SW1V 2BB, United Kingdom, 866-573-4235","Victoria",1.3,6.4,"Good",458,"3","137","2019-10-25","2019-10-26",2,0,150583,3,"51.490805,-0.139095","54","6",0,0,0,0,0,1,0,0,0
"214","Comfotel Blu","114 Shepherds Bush Road, London, England, W6 7PD, United Kingdom, 866-573-4235","Hammersmith",4.1,6.4,"Good",73,"3","110","2019-10-25","2019-10-26",2,0,415461,3,"51.499002,-0.222213","16",NA,0,0,0,0,1,1,0,1,1
"215","Comfotel Prpl","33 Shepherd's Bush Road, London, England, W6 7lu, United Kingdom, 866-573-4235","Hammersmith",4.1,6.2,"Good",82,"4","167","2019-10-25","2019-10-26",2,0,644466,3,"51.501,-0.22177","19",NA,0,0,0,0,0,1,0,0,0
"216","COMO Metropolitan London","19 Old Park Lane, London, England, W1K 1LB, United Kingdom, 866-573-4235","Mayfair",NA,9,"Superb",190,"4.5","504","2019-10-25","2019-10-26",2,0,151407,5,"51.50502,-0.15031","144","10",1,1,1,1,0,1,1,0,1
"217","COMO The Halkin","5 Halkin Street, London, England, SW1X 7DJ, United Kingdom, 866-573-4235","Knightsbridge",1.2,9.4,"Exceptional",82,"5","706","2019-10-25","2019-10-26",2,0,151388,5,"51.500824,-0.152273","41","5",1,1,1,1,1,1,1,0,0
"218","Connaught House Hotel","Lynx Way, London, England, E16 1JR, United Kingdom, 866-573-4235","Docklands",7.2,8.6,"Fabulous",128,"4.5","170","2019-10-25","2019-10-26",2,0,414504,3,"51.508552,0.039356","17","4",1,1,0,1,1,1,0,0,1
"219","Conrad London St. James","22-28 Broadway, London, England, SW1H 0BH, United Kingdom, 866-573-4235","Victoria",0.6,9.2,"Superb",409,"4.5","521","2019-10-25","2019-10-26",2,0,393282,5,"51.499478,-0.133098","256","6",1,1,1,1,1,1,1,0,0
"220","Copthorne Tara Hotel London Kensington","Scarsdale Place, Kensington, London, England, W8 5SY, United Kingdom, 866-573-4235","Kensington",2.8,7.8,"Good",1554,"3.5","223","2019-10-25","2019-10-26",2,0,150368,4,"51.4991,-0.191641","833","12",1,1,1,1,1,1,1,0,1
"221","Corbigoe Hotel","101 Belgrave Road, London, England, SW1V 2BH, United Kingdom, 866-573-4235","Victoria",1.3,4.4,"",245,"1.5","87","2019-10-25","2019-10-26",2,0,222209,2,"51.489665,-0.136653","22","4",0,0,0,0,0,1,0,0,0
"222","Corinthia Hotel London","Whitehall Place, London, England, SW1A 2BD, United Kingdom, 866-573-4235","West End",0.2,9.6,"Exceptional",304,"5","1","2019-10-25","2019-10-26",2,0,357188,5,"51.506841,-0.12435","283","7",1,1,1,1,1,1,1,1,1
"223","Corner House Hotel","201 Camden Road, London, England, NW1 9AA, United Kingdom, 866-573-4235","Kentish Town",2.8,7.2,"Good",262,"3","86","2019-10-25","2019-10-26",2,0,475381,3,"51.548352,-0.129701","30",NA,0,0,0,0,0,1,0,0,1
"224","Coronation Hotel","59 Nevern Square, Earls Court, London, England, SW5 9PN, United Kingdom, 866-573-4235","Earl's Court",3.1,6.8,"Good",488,"3","100","2019-10-25","2019-10-26",2,0,383795,3,"51.492607,-0.196751","29","3",0,0,0,0,1,1,0,0,0
"225","Corus Hotel Hyde Park","Lancaster Gate, London, England, W2 3LG, United Kingdom, 866-573-4235","Paddington",2.2,7.8,"Good",1819,"3.5","235","2019-10-25","2019-10-26",2,0,144800,4,"51.511753,-0.177745","387","11",1,1,1,1,1,1,1,0,0
"226","Courtfield Studios","23 Courtfield Gardens, London, England, SW5 0PD, United Kingdom, 866-573-4235","Earl's Court",2.9,7.8,"Good",8,NA,"201","2019-10-25","2019-10-26",2,0,882220000,3.5,"51.49295,-0.19008","50",NA,0,0,0,0,0,1,1,0,0
"227","Courthouse Hotel","19-21 Great Marlborough Street, London, England, W1F 7HL, United Kingdom, 866-573-4235","West End",0.7,7.2,"Good",465,"3.5","455","2019-10-25","2019-10-26",2,0,220858,5,"51.514243,-0.139424","116","6",1,1,1,1,1,1,0,1,0
"228","Courthouse Hotel Shoreditch","335-337 Old Street, London, England, EC1V 9LL, United Kingdom, 866-573-4235","Shoreditch",2.5,8.8,"Fabulous",394,"4","496","2019-10-25","2019-10-26",2,0,581337,4.5,"51.527261,-0.079608","128",NA,1,1,1,1,1,1,1,1,1
"229","Crestfield Hotel","3-4 Crestfield Street, London, England, WC1H 8AT, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,7.6,"Good",1061,"3.5","181","2019-10-25","2019-10-26",2,0,287408,3,"51.52973,-0.12264","52","5",0,1,0,0,0,1,0,0,0
"230","Cricklewood Lodge Hotel","Cricklewood Broadway, 1, London, England, NW2 3JX, United Kingdom, 866-573-4235","Kilburn",4.7,7.4,"Good",134,"3","86","2019-10-25","2019-10-26",2,0,563565,2.5,"51.55239,-0.210277","32",NA,0,0,0,0,0,1,0,0,0
"231","Cromwell International Hotel","139-141 Cromwell Road, London, England, SW7 4DX, United Kingdom, 866-573-4235","Earl's Court",2.7,6,"Good",369,"2.5","119","2019-10-25","2019-10-26",2,0,286080,3,"51.494611,-0.187841","70","7",1,1,0,0,1,1,0,0,0
"232","Cromwell Serviced Apartment","3 Knaresborough Pl, London, England, SW5 0TQ, United Kingdom, 866-573-4235","Earl's Court",2.9,7,"Good",8,NA,"117","2019-10-25","2019-10-26",2,0,1058176704,3.5,"51.494287,-0.191296","12",NA,0,0,0,0,0,1,1,0,0
"233","Crowne Plaza London - Albert Embankment","10-11 Albert Embankment, London, England, SE1 7TP, United Kingdom, 866-573-4235","Vauxhall",1.1,9.2,"Superb",115,"4.5","424","2019-10-25","2019-10-26",2,0,638981824,4,"51.49187,-0.121593","142","14",1,1,1,1,1,1,1,0,0
"234","Crowne Plaza London - Battersea","London's Vertical Gateway, Bridges Wharf, Battersea, London, England, SW11 3BE, United Kingdom, 866-573-4235","Battersea",3.4,8.6,"Fabulous",169,"4","242","2019-10-25","2019-10-26",2,0,274730,4,"51.469174,-0.178649","78","4",1,1,1,1,1,1,1,0,1
"235","Crowne Plaza London - Heathrow","Stockley Road, West Drayton, England, UB7 9NA, United Kingdom, 866-573-4235","West Drayton",14,7.8,"Good",523,"4","146","2019-10-25","2019-10-26",2,0,160745,4,"51.500007,-0.452971","465","5",1,1,0,1,1,1,1,1,1
"236","Crowne Plaza London - Kensington","100 Cromwell Road, London, England, SW7 4ER, United Kingdom, 866-573-4235","Kensington",2.5,9,"Superb",926,"4.5","412","2019-10-25","2019-10-26",2,0,107090,4,"51.494991,-0.183401","163","6",1,1,1,1,1,1,1,0,0
"237","Crowne Plaza London - Kings Cross","1 Kings Cross Road, London, England, WC1X 9HX, United Kingdom, 866-573-4235","Angel",1.5,8.2,"Very Good",1390,"3.5","379","2019-10-25","2019-10-26",2,0,197738,4,"51.52666,-0.113836","429","8",1,1,1,1,1,1,1,1,1
"238","Crowne Plaza London - The City","19 New Bridge Street, London, England, EC4V 6DB, United Kingdom, 866-573-4235","Temple",NA,9,"Superb",813,"4.5","663","2019-10-25","2019-10-26",2,0,218450,4,"51.512289,-0.104925","204","7",1,1,1,1,1,1,1,0,1
"239","Crowne Plaza London Ealing","Western Avenue Hanger Lane, London, England, W5 1HG, United Kingdom, 866-573-4235","London",7.3,8.4,"Very Good",245,"4","183","2019-10-25","2019-10-26",2,0,180653,4,"51.529737,-0.293666","139","5",1,1,1,1,1,1,1,0,1
"240","Crowne Plaza London Heathrow T4","Terminal 4, Swindon Road, London Heathrow Airport, Hounslow, England, TW6 3FJ, United Kingdom, 866-573-4235","Hounslow",14,9,"Superb",158,"5","141","2019-10-25","2019-10-26",2,0,715714400,4,"51.45921,-0.443325","304","8",1,1,1,1,1,1,1,0,1
"241","Danubius Hotel Regents Park","18 Lodge Road, St. Johns Wood, London, England, NW8 7JT, United Kingdom, 866-573-4235","St. Johns Wood",2.3,8,"Very Good",512,"4","147","2019-10-25","2019-10-26",2,0,169896,4,"51.529329,-0.168002","360","11",1,1,1,1,0,1,1,0,1
"242","Dawson House Hotel","72 Canfield Gardens, London, England, NW6 3EG, United Kingdom, 866-573-4235","Hampstead",3.6,8,"Very Good",6,"4","120","2019-10-25","2019-10-26",2,0,940937376,3,"51.544242,-0.186493","15",NA,0,0,0,0,0,1,0,0,0
"243","Days Hotel by Wyndham London-Waterloo","54 Kennington Road, London, England, SE1 7BJ, United Kingdom, 866-573-4235","London",NA,7.8,"Good",1080,"4","141","2019-10-25","2019-10-26",2,0,188548,3,"51.496796,-0.111901","162","5",1,1,0,0,0,1,1,0,1
"244","Days Inn by Wyndham London Hyde Park","148-152 Sussex Gardens, London, England, W2 1UD, United Kingdom, 866-573-4235","Paddington",2,7.8,"Good",308,"4","164","2019-10-25","2019-10-26",2,0,238316,3,"51.515368,-0.172972","55","4",1,1,0,0,1,1,1,0,1
"245","De Vere Devonport House","King William Walk, Greenwich, London, England, SE10 9JW, United Kingdom, 866-573-4235","London",5.5,8.4,"Very Good",354,"4","123","2019-10-25","2019-10-26",2,0,218570,4,"51.48102,-0.00803","99","4",0,1,0,1,0,1,1,0,1
"246","Devonshire Club by Mantis","4 & 5 Devonshire Square, London, England, EC2M 4YD, United Kingdom, 866-573-4235","The City of London",2.2,9.4,"Exceptional",385,"4.5","404","2019-10-25","2019-10-26",2,0,494162496,5,"51.51627,-0.07899","68","4",1,1,1,1,1,1,1,0,0
"247","Docklands Lodge London","244 Poplar High Street, London, England, E14 0BB, United Kingdom, 866-573-4235","Canary Wharf",5,7.4,"Good",219,"3.5","118","2019-10-25","2019-10-26",2,0,701469,3.5,"51.50868,-0.01075","35",NA,0,1,0,0,0,1,0,0,1
"248","Dolphin Hotel","32-34 Norfolk Square, Paddington, London, England, W2 1RS, United Kingdom, 866-573-4235","Paddington",2,6.8,"Good",87,"3.5","167","2019-10-25","2019-10-26",2,0,341205,3,"51.516192,-0.17333","20","5",0,0,0,1,0,1,0,0,0
"249","Dolphin House Serviced Apartments","Dolphin Square, Chichester St, London, England, SW1V 3LX, United Kingdom, 866-573-4235","Victoria",1.4,8.6,"Fabulous",951,"4","158","2019-10-25","2019-10-26",2,0,130199,4,"51.487363,-0.136664","165","6",1,1,1,1,0,1,1,1,1
"250","Dolphin Inn","44 NORFOLK SQUARE, London, England, W2 1RT, United Kingdom, 866-573-4235","Paddington",2,7,"Good",30,"3","91","2019-10-25","2019-10-26",2,0,403937440,3,"51.51649,-0.17302","20",NA,0,0,0,0,0,1,0,0,0
"251","Dorsett City London","9 Aldgate High Street, London, England, EC3N 1AH, United Kingdom, 866-573-4235","The City of London",2.3,9.2,"Superb",1018,"4.5","319","2019-10-25","2019-10-26",2,0,672190,4,"51.51418,-0.07549","267","13",1,1,0,1,1,1,1,0,0
"252","Dorsett Shepherds Bush","58 Shepherds Bush Green, London, England, W12 8QE, United Kingdom, 866-573-4235","Hammersmith and Fulham",4.2,8.6,"Fabulous",970,"4","364","2019-10-25","2019-10-26",2,0,448551,4,"51.503997,-0.224204","317","8",1,1,1,1,1,1,1,0,0
"253","DoubleTree by Hilton Hotel London - Chelsea","Imperial Road Imperial Wharf, London, England, SW6 2GA, United Kingdom, 866-573-4235","Hammersmith and Fulham",3.3,8.4,"Very Good",518,"4.5","235","2019-10-25","2019-10-26",2,0,455229,4,"51.474019,-0.184024","172","6",1,1,0,1,1,1,1,0,0
"254","DoubleTree by Hilton Hotel London - Hyde Park","150 Bayswater Road, London, England, W24RT, United Kingdom, 866-573-4235","Royal Borough of Kensington and Chelsea",2.7,8.4,"Very Good",663,"4","330","2019-10-25","2019-10-26",2,0,114348,4,"51.510063,-0.190346","228","7",1,1,1,1,1,1,0,0,1
"255","DoubleTree by Hilton Hotel London - Westminster","30 John Islip Street, Westminster, London, England, SW1P 4QP, United Kingdom, 866-573-4235","Victoria",NA,8.2,"Very Good",1517,"4","370","2019-10-25","2019-10-26",2,0,211924,4,"51.493238,-0.127351","464","14",1,1,1,1,1,1,1,0,1
"256","DoubleTree by Hilton Hotel London -Tower of London","7 Pepys Street, London, England, EC3N 4AF, United Kingdom, 866-573-4235","The City of London",2.1,8.8,"Fabulous",1386,"4.5","485","2019-10-25","2019-10-26",2,0,368307,4,"51.510709,-0.07829","583","12",1,1,1,1,1,1,1,0,1
"257","DoubleTree by Hilton Hotel London ExCel","Excel, 2 Festoon Way, Royal Victoria Dock, Newham, London, England, E16 1RH, United Kingdom, 866-573-4235","Docklands",7.2,8.4,"Very Good",559,"4","425","2019-10-25","2019-10-26",2,0,218082,4,"51.507988,0.039058","287","9",1,1,1,1,1,1,0,0,1
"258","DoubleTree by Hilton London-Islington","60 Pentonville Road, Islington, London, England, N1 9LA, United Kingdom, 866-573-4235","Angel",1.8,8.6,"Fabulous",1616,"4.5","374","2019-10-25","2019-10-26",2,0,183152,4,"51.531808,-0.109769","373","5",1,1,1,1,1,1,1,0,1
"259","DoubleTree by Hilton London - Docklands Riverside","265 Rotherhithe Street, London, England, SE16 5HW, United Kingdom, 866-573-4235","Rotherhithe",4,8.2,"Very Good",704,"4","257","2019-10-25","2019-10-26",2,0,124508,4,"51.504242,-0.034158","378","6",1,1,1,1,1,1,1,0,1
"260","DoubleTree by Hilton London - Greenwich","Catherine Grove, London, England, SE10 8FR, United Kingdom, 866-573-4235","London",5.2,9,"Superb",501,"4.5","297","2019-10-25","2019-10-26",2,0,415605,4,"51.474318,-0.019288","146","11",1,1,1,1,1,1,1,0,1
"261","DoubleTree by Hilton London Heathrow Airport","745 Bath Road, Cranford, Hounslow, England, TW5 9QE, United Kingdom, 866-573-4235","Cranford",12,8.2,"Very Good",866,"4","127","2019-10-25","2019-10-26",2,0,206878,4,"51.479935,-0.411651","200","5",1,0,1,1,1,1,1,0,1
"262","Doubletree by Hilton London Marble Arch","4 Bryanston Street, London, England, W1H 7BY, United Kingdom, 866-573-4235","City of Westminster",1.3,7.8,"Good",305,"4","459","2019-10-25","2019-10-26",2,0,208640,4,"51.51455,-0.15654","122","4",1,1,1,1,1,1,1,0,1
"263","DoubleTree by Hilton London Victoria","2 Bridge Place, Victoria, London, England, SW1V 1QA, United Kingdom, 866-573-4235","Victoria",1.1,8.4,"Very Good",1002,"4","405","2019-10-25","2019-10-26",2,0,118948,4,"51.49411,-0.143412","232","7",1,1,1,1,1,1,1,0,0
"264","DoubleTree by Hilton London West End","92 Southampton Row, London, England, WC1B 4BH, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",556,"4","602","2019-10-25","2019-10-26",2,0,160988,4,"51.520021,-0.122258","237","6",1,1,1,1,1,1,1,0,0
"265","Draycott Hotel","26 Cadogan Gardens, London, England, SW3 2RP, United Kingdom, 866-573-4235","Chelsea",1.7,9.4,"Exceptional",116,"4.5","401","2019-10-25","2019-10-26",2,0,129204,5,"51.492928,-0.159546","35","4",0,1,1,1,1,1,1,0,0
"266","Dreamtel London Kensington","32-36 Hogarth Road, Earls Court, London, England, SW5 0PU, United Kingdom, 866-573-4235","Earl's Court",2.9,6.6,"Good",142,"2.5","107","2019-10-25","2019-10-26",2,0,174447,2.5,"51.493333,-0.192057","65","5",0,0,0,0,1,1,0,0,0
"267","Duke of Leinster","20 Leinster Gardens, London, England, W2 3AN, United Kingdom, 866-573-4235","Paddington",2.4,7,"Good",352,"3","126","2019-10-25","2019-10-26",2,0,282708,3,"51.513003,-0.183538","36","6",0,0,0,1,0,1,1,0,0
"268","Dukes London","35 St James's Place, London, England, SW1A 1NY, United Kingdom, 866-573-4235","Mayfair",0.5,8.8,"Fabulous",306,"4.5","403","2019-10-25","2019-10-26",2,0,270584,5,"51.505601,-0.13951","87","5",1,1,1,1,1,1,1,0,1
"269","Durrants Hotel","26-32 George Street, London, England, W1H 5BJ, United Kingdom, 866-573-4235","Marylebone",1.3,8.4,"Very Good",308,"4","172","2019-10-25","2019-10-26",2,0,245310,4,"51.517866,-0.153047","92",NA,1,1,1,1,1,1,1,0,1
"270","East Central London Guest House - Apartment","16 Kingward House, Hanbury Street, London, England, E1 5JR, United Kingdom, 866-573-4235","Whitechapel",2.7,8,"Very Good",NA,NA,"167","2019-10-25","2019-10-26",2,0,1064477184,3.5,"51.519543,-0.067029",NA,NA,0,0,0,0,0,0,0,0,1
"271","easyHotel London Croydon","22 Addiscombe Road, Croydon, England, CR0 5PE, United Kingdom, 866-573-4235","Croydon",9.3,5.8,"",388,"3","60","2019-10-25","2019-10-26",2,0,711429824,2.5,"51.374838,-0.090327","103","4",0,0,0,0,1,1,0,0,0
"272","easyHotel Old Street Barbican","80 Old Street, London, England, EC1V 9AZ, United Kingdom, 866-573-4235","Old Street",1.8,5.4,"",156,"3.5","182","2019-10-25","2019-10-26",2,0,744134560,3,"51.52426,-0.09464","92",NA,0,0,0,0,1,1,0,0,0
"273","Easyhotel South Kensington","14 Lexham Gardens, London, England, W8 5JE, United Kingdom, 866-573-4235","Kensington",2.8,6,"Good",96,"3","130","2019-10-25","2019-10-26",2,0,657669824,2.5,"51.49536,-0.18949","34",NA,0,0,0,0,1,1,0,0,0
"274","Eccleston Square Hotel","37 Eccleston Square, London, England, SW1V 1PB, United Kingdom, 866-573-4235","Victoria",1.3,8.4,"Very Good",105,"4.5","206","2019-10-25","2019-10-26",2,0,199732,4.5,"51.491209,-0.14485","39","7",0,1,1,1,1,1,1,0,1
"275","Eden Plaza Kensington Hotel","68-69 Queens Gate, South Kensington, London, England, SW7 5JT, United Kingdom, 866-573-4235","South Kensington",2.4,7.6,"Good",362,"3.5","480","2019-10-25","2019-10-26",2,0,128170,3,"51.495117,-0.179062","76","7",1,1,0,1,1,1,1,0,0
"276","Elmwood Hotel","19 Argyle Square, Kings Cross, London, England, WC1H 8AS, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,5.6,"",385,"2.5","202","2019-10-25","2019-10-26",2,0,335132,3,"51.528984,-0.121805","35","5",0,0,0,0,0,1,0,0,0
"277","Enrico Hotel","77-79 Warwick Way, Victoria, London, England, SW1V 1QP, United Kingdom, 866-573-4235","Victoria",1.3,6.6,"Good",56,"3","121","2019-10-25","2019-10-26",2,0,29439488,3,"51.49152,-0.14301","26",NA,0,0,0,0,0,1,1,0,0
"278","Epping Forest Hotel","30 Oak Hill, Woodford Green, England, IG8 9NY, United Kingdom, 866-573-4235","Woodford Green",8.9,7,"Good",363,"3","131","2019-10-25","2019-10-26",2,0,245980,3,"51.603081,0.010627","102",NA,1,1,0,1,0,0,1,0,1
"279","Euro Hotel","53 Cartwright Gardens, Russell Square, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,8.2,"Very Good",416,"4","243","2019-10-25","2019-10-26",2,0,281847,3,"51.52637,-0.126948","31","3",0,0,0,0,0,1,0,0,0
"280","Euro Hotel Hammersmith","31 Shepherds Bush Road, Hammersmith, London, England, W6 7LX, United Kingdom, 866-573-4235","Hammersmith",4.1,7,"Good",176,"4","121","2019-10-25","2019-10-26",2,0,602596,2.5,"51.501174,-0.221866","15","4",0,0,0,0,0,1,0,0,0
"281","Europa House Hotel","151 Sussex Gardens, London, England, W2 2RY, United Kingdom, 866-573-4235","Paddington",2,6.8,"Good",136,"3","133","2019-10-25","2019-10-26",2,0,731647776,2.5,"51.51492,-0.17252","20","4",0,0,0,0,0,1,0,0,0
"282","Eurotraveller Hotel Express","18, Amelia Street, Walworth, London, England, SE17 3PY, United Kingdom, 866-573-4235","Walworth",1.8,7.2,"Good",97,"3","151","2019-10-25","2019-10-26",2,0,260408,3,"51.489931,-0.09772","30",NA,1,0,0,0,0,1,0,0,0
